id,datum,incidence_7,incidence_14,incidence_7_100000,incidence_14_100000
79636fbc-723d-445f-acc3-64c31f1f01bd,2020-06-25,594,989,5.55,9.241
9de3545e-d255-4929-bfbe-4271fd327a1e,2020-06-26,636,1106,5.943,10.335
ab75a577-0c62-49e1-96a7-8896b149532d,2020-06-27,853,1313,7.971,12.269
7362931a-eb51-4aaa-989a-39ee133cdec7,2020-06-28,1107,1585,10.344,14.811
ea8f7584-025b-44c8-9756-4a44f3a24bf7,2020-06-29,1244,1746,11.624,16.315
d9bf3ab9-37df-4989-a1c3-aed4fd284581,2020-06-30,1304,1848,12.185,17.268
53a8f852-754e-4be2-8c68-d50aff6cdad8,2020-07-01,1268,1887,11.848,17.633
5a57fef4-eb37-4b4c-8ab4-e6ecb2fa1943,2020-07-02,1309,1903,12.232,17.782
2c6f5979-8c63-4255-a780-13d5fa68d325,2020-07-03,1281,1917,11.97,17.913
fe8fa20e-417e-4fbc-8996-fd50bcdef88d,2020-07-04,1142,1995,10.671,18.642
56461eef-4ae3-4606-97c1-ac1c48b4d13e,2020-07-05,914,2021,8.541,18.885
401745aa-0aa1-4796-b303-eee8fd0a7a34,2020-07-06,764,2008,7.139,18.763
71ccfcbd-6b6b-46fc-9cdb-43033f1191ab,2020-07-07,734,2038,6.859,19.044
04e121d6-e939-47a3-98d5-3c68c1428fc8,2020-07-08,774,2042,7.232,19.081
77e6bf31-e36e-4909-85e3-f99e7aa488a6,2020-07-09,745,2054,6.961,19.193
ccd6337a-4a21-45cc-b747-89e7fd627146,2020-07-10,745,2026,6.961,18.931
6d6f3c09-bf41-4d9e-aee6-d3e2ded78ba2,2020-07-11,678,1820,6.335,17.007
fdaf67f8-b3cf-4d43-8cfb-b14c6d6ffa45,2020-07-12,661,1575,6.177,14.717
b4a5d324-fca3-4895-a350-55efc6a90ec4,2020-07-13,676,1440,6.317,13.456
6ff19472-b4bf-45ef-a46d-bb68d8d28f6f,2020-07-14,662,1396,6.186,13.045
3d7b950c-8e5e-4843-afe9-5cd96d7e029e,2020-07-15,668,1442,6.242,13.474
006282a5-e642-4681-8b55-e5588e33b7fd,2020-07-16,701,1446,6.55,13.512
89b297e6-4d55-47b1-a9ad-c32fa66bbf1e,2020-07-17,689,1434,6.438,13.4
1cfc5364-dbe2-4f91-ad38-e173454d3711,2020-07-18,747,1425,6.98,13.316
15aa07c5-e930-459b-b14b-9096c3d404c5,2020-07-19,778,1439,7.27,13.446
ecaf6b69-6d93-4321-8c62-812a8d4a0612,2020-07-20,880,1556,8.223,14.54
dad67713-f816-43ba-a87c-4091f3fc9027,2020-07-21,983,1645,9.185,15.371
d27b42df-581e-4490-94a8-efa6be2e9c91,2020-07-22,1091,1759,10.195,16.437
ecfcdc3c-53f0-4e68-b689-36208a601444,2020-07-23,1184,1885,11.064,17.614
23554549-151e-458f-99a6-88e2df23fd6a,2020-07-24,1333,2022,12.456,18.894
8d36a6c4-ee3c-4f5a-b3ac-8149c63f94d8,2020-07-25,1353,2100,12.643,19.623
292ab195-7892-405e-b4a6-66eb317a81f1,2020-07-26,1376,2154,12.858,20.127
ca6443ee-87eb-48d7-a4de-9fc454d5040a,2020-07-27,1403,2283,13.11,21.333
e641b6d0-dec9-431e-8c68-a0246dcdcc0f,2020-07-28,1473,2456,13.764,22.949
66d1fd26-fd25-44bc-85e7-e00f2d259c43,2020-07-29,1504,2595,14.054,24.248
49a149e3-da6e-4e2a-845e-8b7f338d3844,2020-07-30,1528,2712,14.278,25.342
ce80271c-4fb2-4256-a951-5c9dec9734e4,2020-07-31,1482,2815,13.848,26.304
e6f7b868-77f0-4a31-9793-bd68674cf32b,2020-08-01,1476,2829,13.792,26.435
825cc726-d8dc-4f9e-94c1-635f02b9d735,2020-08-02,1463,2839,13.671,26.528
60e072f0-7198-4046-921b-9902ba9a304f,2020-08-03,1476,2879,13.792,26.902
a6bb8933-87d1-4263-aaef-94ed1f4f1b19,2020-08-04,1485,2958,13.876,27.64
9bce8a0b-0ac7-433d-a6ce-3b578d8465c5,2020-08-05,1450,2954,13.549,27.603
2ffaa7d4-35c8-441b-981b-5b3038d524d9,2020-08-06,1412,2940,13.194,27.472
7dd4d774-dc16-429a-9798-e307c1be8b5f,2020-08-07,1502,2984,14.035,27.883
19fdfe5c-0c6e-4dba-a778-adf0f9437b66,2020-08-08,1549,3025,14.474,28.266
16d2da74-0eeb-4d88-8cf4-027b49ccb370,2020-08-09,1570,3033,14.67,28.341
0a00bc69-bec6-4807-b747-ce5c27860dd6,2020-08-10,1503,2979,14.044,27.836
3d95a986-e690-4db4-95cc-28c0b2d77d3e,2020-08-11,1506,2991,14.072,27.949
246d0b05-9bb7-4be1-8d76-9f0409388c23,2020-08-12,1555,3005,14.53,28.079
10f5b9dc-7ae9-4e06-867b-6d9ea9667c58,2020-08-13,1670,3082,15.605,28.799
80770cd2-4fd5-4750-988e-2c980a8ea28a,2020-08-14,1640,3142,15.325,29.36
21ff91ce-077b-4ac1-b766-eb4b9502fa52,2020-08-15,1664,3213,15.549,30.023
42bc1aa8-5b4f-43e6-90a3-9cffe2aeabf7,2020-08-16,1663,3233,15.539,30.21
2d7a177e-6fdb-4d1f-ba84-ccccbd3ee003,2020-08-17,1713,3216,16.007,30.051
abb8c537-d4dc-440e-a2df-6b3dc80e945e,2020-08-18,1704,3210,15.923,29.995
5a3a6f5c-86bd-4ae4-834e-6b20de1cf247,2020-08-19,1729,3284,16.156,30.686
f7d1b638-6ea6-41f4-a7b7-ffafab2d277b,2020-08-20,1643,3313,15.353,30.957
a9c3fa94-35ba-4a8d-8fa6-9272e5b6a48c,2020-08-21,1858,3498,17.362,32.686
6fd86884-0d33-4c4f-bbba-714d033a1781,2020-08-22,1895,3559,17.707,33.256
92ec9195-7042-4c61-97c7-25ab6d220efb,2020-08-23,1910,3573,17.848,33.387
0a802cf1-2700-4541-b1c6-2b70a9d8f85d,2020-08-24,1978,3691,18.483,34.49
01212c18-8f17-418b-aa3d-12fac8aababd,2020-08-25,2064,3768,19.287,35.209
bd24ec49-57fe-40be-918b-ba870232a48e,2020-08-26,2146,3875,20.053,36.209
6606870f-be34-495a-8a88-25fed1e830a7,2020-08-27,2250,3893,21.025,36.377
6fa7022e-3645-40ad-abca-5e96da4928e2,2020-08-28,2228,4086,20.819,38.181
f66a68b8-e465-4b63-b463-7aad7832fceb,2020-08-29,2315,4210,21.632,39.339
036fdf03-ba5b-4fc1-9d37-d25d2c422529,2020-08-30,2455,4365,22.94,40.788
21815563-fa18-4fd7-a89c-33ed0112fe3d,2020-08-31,2453,4431,22.921,41.404
868c8548-3efc-46e1-99de-58857cbf59b0,2020-09-01,2584,4648,24.146,43.432
033c755c-0cc1-4a51-888d-238628db6ba9,2020-09-02,2833,4979,26.472,46.525
389535ba-2a0c-427b-87a5-06b406ff541d,2020-09-03,3161,5411,29.537,50.562
a75b26ed-956a-4164-8d39-98fdbde44822,2020-09-04,3474,5702,32.462,53.281
f736e44d-2967-47f9-848a-2dba4662c6c1,2020-09-05,3658,5973,34.181,55.813
262500c3-d929-485e-beb8-7c7f2deeaaab,2020-09-06,3792,6247,35.433,58.373
f2601fa3-792e-44b2-a5f3-725702c05a52,2020-09-07,4100,6553,38.311,61.233
8a79abd7-7648-4e03-b6d8-1e11e83ca36a,2020-09-08,4764,7348,44.516,68.661
1696c4f6-3d7a-4a7f-92b3-5107fe94085c,2020-09-09,5276,8109,49.3,75.772
1c20a78e-77f6-429d-8d53-b31b044b7e46,2020-09-10,5983,9144,55.907,85.444
fb4f99f7-ec21-4e43-9fc7-503c9aaead6a,2020-09-11,6628,10102,61.934,94.396
0812a114-1714-48ed-8bbf-e744cda228ca,2020-09-12,7661,11319,71.586,105.767
b50dffc6-bca5-4f31-a982-12a25523cac6,2020-09-13,8044,11836,75.165,110.598
ca8a0f60-b0ff-4eaa-92a4-5eb274f1622f,2020-09-14,8507,12607,79.491,117.803
1c7c76fd-c879-4216-b4e7-00e57d3efa45,2020-09-15,9022,13786,84.304,128.82
3bc87262-0fa6-4775-86b8-76504352f04f,2020-09-16,9999,15275,93.433,142.733
3bbe662c-2893-4a6b-86fb-6464cdbd8d09,2020-09-17,11742,17725,109.72,165.627
b29142cb-9d6b-4fcb-bce3-6f8549166982,2020-09-18,12412,19040,115.981,177.914
9432a4e7-c6f2-443d-895e-716db31c6a85,2020-09-19,12920,20581,120.728,192.314
cfb1fedf-b0d0-4abd-89ea-62b8afb55773,2020-09-20,13111,21155,122.512,197.677
bf8bcbba-2ce8-4d6f-9a50-1f183c6308a7,2020-09-21,13561,22068,126.717,206.209
d5100836-af35-494c-a1f1-5fe333650d92,2020-09-22,14277,23299,133.408,217.712
ccdb5e87-fe26-416d-8d55-ae5c13aae76b,2020-09-23,14450,24449,135.024,228.457
6bae45ac-ec07-430e-a8f2-45e18b7e9729,2020-09-24,14231,25973,132.978,242.698
78472eab-1393-4b77-8856-0dc20f904281,2020-09-25,15070,27482,140.818,256.798
fa160f59-3374-44dc-bf20-d1525f26999b,2020-09-26,15008,27928,140.238,260.966
8caf568d-6493-4be3-b1db-fde8c038d70c,2020-09-27,15332,28443,143.266,265.778
3bee4671-367c-48c3-a2cf-9018dad08a2f,2020-09-28,15140,28701,141.472,268.189
d37c903a-d67b-4c9a-9d2c-b4bdd367429b,2020-09-29,14718,28995,137.529,270.936
94dbfbbf-e236-469f-9176-d610c9b4364a,2020-09-30,15335,29785,143.294,278.318
befcc122-7b06-4ecb-81a2-0318a239922e,2020-10-01,15933,30164,148.882,281.86
78e15daf-d06e-4552-a6d9-1f3a69ac5e21,2020-10-02,16779,31849,156.787,297.605
7e04ed49-6c6f-47ef-a80a-08d047d2641a,2020-10-03,17352,32360,162.141,302.38
c2916d42-cfd4-46c3-9c15-64cd46947593,2020-10-04,17887,33219,167.14,310.406
174e4a0e-46b1-4550-aa66-a4d8fb3c6df2,2020-10-05,19727,34867,184.334,325.806
88aa76f7-6331-4d1c-8c2f-c1319d22f256,2020-10-06,22221,36939,207.638,345.167
f539094b-4ce7-4ffd-acc7-18d23231e9a5,2020-10-07,24644,39979,230.28,373.573
e055891f-3915-4ae0-9c54-d1b878c13644,2020-10-08,26541,42474,248.006,396.887
8d3fff7e-a1c8-464f-a46b-cc14037a03e4,2020-10-09,31367,48146,293.101,449.888
b2df370a-c07d-4e6f-b4a5-9a473d5d9944,2020-10-10,33458,50810,312.64,474.781
4dcd6a70-dc75-4fda-8664-5d92a22f7caf,2020-10-11,34726,52613,324.488,491.629
aed9e5b5-429c-4788-8062-7894efcbfec4,2020-10-12,35919,55646,335.636,519.97
e2a06e89-5777-4f09-a72c-37f7cdc622be,2020-10-13,39789,62010,371.798,579.436
27b0ece8-4ba4-46b5-ab85-d6de26e23d6b,2020-10-14,43995,68639,411.1,641.379
bbd1e2d8-7028-4027-b6f7-f15dbe08ae20,2020-10-15,48327,74868,451.579,699.585
3b5f545d-2b35-4067-ac9b-3c424e40c86e,2020-10-16,50825,82192,474.921,768.022
18925a50-7d5c-4ebd-bb95-aa6dee91f8ba,2020-10-17,54911,88369,513.102,825.741
084eaebd-5d7e-42ae-8e5b-e7691bd92aae,2020-10-18,56885,91611,531.547,856.035
e30aac18-a805-4b81-abfb-224f222ef22f,2020-10-19,60670,96589,566.915,902.551
cc282835-f3f5-4fc6-898e-3a364194bd53,2020-10-20,64342,104131,601.227,973.025
139038f1-3bfa-49f2-a994-a0852ed9f118,2020-10-21,69804,113799,652.266,1063.365
71923e3d-cb21-477e-8a47-eb9866eedc75,2020-10-22,74270,122597,693.997,1145.576
566b58b4-a935-464f-9b15-068c4cd946bb,2020-10-23,78442,129267,732.981,1207.902
57281173-bc9d-494d-aa87-1dc0053d65ae,2020-10-24,82219,137130,768.274,1281.376
8ee14291-def6-41e7-bd7e-a85467655a38,2020-10-25,84477,141362,789.374,1320.921
72de6062-3d30-4207-b555-6b501be9e9c6,2020-10-26,86767,147437,810.772,1377.687
8520c0e3-d14c-4542-8599-e1bea1e08664,2020-10-27,90482,154824,845.486,1446.713
cea00b36-1140-42fa-9564-f87240b6386b,2020-10-28,88479,158283,826.769,1479.035
87795c89-2a24-4e3c-b526-a2668a5b9d66,2020-10-29,87400,161670,816.687,1510.684
f00d22ab-3679-4d0a-a64c-aba1395ca8a9,2020-10-30,85785,164227,801.596,1534.577
ea6ff076-c26b-4a7e-a904-199d578a0826,2020-10-31,84754,166973,791.962,1560.236
1273a258-acf1-4146-8591-e6e41b1f1030,2020-11-01,84010,168487,785.01,1574.383
e6130fb6-e87b-487e-a9f3-4bd2a2fc4854,2020-11-02,82907,169674,774.703,1585.475
61541806-a7b8-47bc-a4ac-792f31a79ee4,2020-11-03,79337,169819,741.344,1586.83
38390369-2dc2-4144-b8f5-cbfcc308c137,2020-11-04,82119,170598,767.34,1594.109
e8886d26-8d2a-471c-b0cc-7e4cf71480f8,2020-11-05,82305,169705,769.078,1585.765
7ccb299a-ca35-4f12-a7d9-97c386190353,2020-11-06,80251,166036,749.885,1551.481
ae04f285-d2cf-44a8-8647-f34857e16070,2020-11-07,76533,161287,715.143,1507.105
0ad2d499-bf8e-4baf-9d44-0b6f5e87a738,2020-11-08,73571,157581,687.465,1472.475
bb232021-5bf1-4ae4-9a7f-2d923691cae4,2020-11-09,70378,153285,657.629,1432.332
36f90167-0ebc-410d-a220-fe8f0ea99816,2020-11-10,67346,146683,629.297,1370.642
cd5c5fcd-2115-4361-b2e0-e0ee78d82458,2020-11-11,60510,142629,565.42,1332.76
3bc300c5-52fa-43ec-bdad-011d40d5f34e,2020-11-12,55141,137446,515.251,1284.329
df1adb86-6bfe-4cbe-9197-e613efe345c3,2020-11-13,50932,131183,475.921,1225.806
e817f4fc-2b72-4077-9085-32ea5691146b,2020-11-14,47392,123925,442.842,1157.985
dbbcca35-4247-42ff-b5e1-d9bc676baa0f,2020-11-15,45662,119233,426.677,1114.142
01e0bb9e-9939-4983-8a6f-6900ab70ffc0,2020-11-16,45039,115417,420.855,1078.484
89b71d3f-c602-4604-933f-1f878749ef97,2020-11-17,40197,107543,375.611,1004.908
409ed212-47e2-4207-9083-39bc223d9595,2020-11-18,36809,97319,343.952,909.372
c6475691-b66b-432a-9a83-fb1cb565ea45,2020-11-19,35386,90527,330.655,845.906
ddd9bde0-7c8d-4e1e-b5f4-1af424bd1fa3,2020-11-20,33819,84751,316.013,791.934
29c811a9-a0b5-48ac-be93-2144ac5ce0c6,2020-11-21,32810,80202,306.585,749.427
334caba0-5970-498c-82b2-29f00af7cbcd,2020-11-22,32433,78095,303.062,729.739
45dbe8e3-0191-47e6-83be-788dd7ee33b8,2020-11-23,31381,76420,293.232,714.087
b0209a9d-9666-4542-94c9-eb19aa3b52e2,2020-11-24,32993,73190,308.295,683.905
7f52815f-74f6-4f1b-9211-c9aa0997b481,2020-11-25,32388,69197,302.641,646.594
42314db4-280c-4aab-b074-4695b84d4cce,2020-11-26,29953,65339,279.888,610.543
18f12aec-edb2-491b-b8e4-7a57937c327b,2020-11-27,28594,62413,267.189,583.202
b8db2e5b-9ac5-48bc-97aa-d0d8a007780e,2020-11-28,28065,60875,262.246,568.831
310748a8-f3e4-424a-95cb-dc4932acfa91,2020-11-29,27628,60061,258.163,561.225
adcb51ea-69c4-4f34-b991-222907104fd7,2020-11-30,26808,58189,250.5,543.732
10f7654e-e82f-47da-b65f-1a7bf5c88a9c,2020-12-01,26131,59124,244.174,552.469
5b505e31-bdd4-4ec2-bfeb-a952f57fd684,2020-12-02,25767,58155,240.773,543.414
25d5e319-e2fe-4b53-9cc0-8b5e28038ca8,2020-12-03,26334,56287,246.071,525.959
db95e5e4-44d0-472d-96d3-3b4261820244,2020-12-04,26625,55219,248.79,515.98
474f8051-60c8-4245-8c47-790aa6b62bae,2020-12-05,27269,55334,254.808,517.054
5a4e0cce-4cb7-430b-aaf8-3d3586f52226,2020-12-06,27311,54939,255.201,513.363
81b608e3-844f-4eac-a5fd-164399ad9d7e,2020-12-07,27984,54792,261.489,511.99
6eec932f-77e1-45a6-af8f-6864899e3010,2020-12-08,28657,54788,267.778,511.952
4fce30d9-33d4-4cc2-bde7-50c71a14aaea,2020-12-09,30509,56276,285.083,525.857
8a3e4b43-9c3f-4d66-ac1f-62de7fcfeb42,2020-12-10,31767,58101,296.839,542.91
3b50afc7-3ab0-4c78-88f2-7927967c9891,2020-12-11,33226,59851,310.472,559.262
ec037205-dbe3-4388-a0a4-18087f9d0074,2020-12-12,33579,60848,313.77,568.578
0895e800-4d15-4134-bf9b-4adbaf21a4ed,2020-12-13,34473,61784,322.124,577.325
0a87ec7e-ed18-4516-9f72-6e877e1db843,2020-12-14,35418,63402,330.954,592.444
cb2e6e0f-e5e2-4b60-b762-70c7a8144f4f,2020-12-15,37490,66147,350.316,618.094
7f9807d1-0e45-4d7d-a029-e9b9e425349c,2020-12-16,39338,69847,367.584,652.667
ea1943ba-b7d8-4a18-a0eb-8346db6a60a8,2020-12-17,41090,72857,383.955,680.793
