datum,pacient_prvni_zaznam,kum_pacient_prvni_zaznam,pocet_hosp,stav_bez_priznaku,stav_lehky,stav_stredni,stav_tezky,jip,kyslik,hfno,upv,ecmo,tezky_upv_ecmo,umrti,kum_umrti
2021-06-23,7,135400,81,17,19,34,11,14,25,4,7,0,12,0,26944
2021-06-24,4,135404,79,19,21,26,13,16,20,4,8,1,14,1,26945
2021-06-25,6,135410,66,18,22,16,10,16,9,4,7,0,11,1,26946
2021-06-26,2,135412,55,15,16,14,10,13,9,4,7,0,11,2,26948
2021-06-27,2,135414,56,15,17,16,8,12,11,2,7,0,9,0,26948
2021-06-28,7,135421,62,16,21,16,9,14,10,2,8,0,10,0,26948
2021-06-29,2,135423,57,14,19,13,11,15,11,4,6,0,11,0,26948
2021-06-30,10,135433,58,15,20,13,10,13,8,4,5,0,10,1,26949
2021-07-01,4,135437,49,11,13,17,8,14,11,4,4,0,8,1,26950
2021-07-02,2,135439,39,13,7,13,6,7,10,2,3,0,6,1,26951
2021-07-03,2,135441,28,7,4,12,5,6,9,2,3,0,5,0,26951
2021-07-04,3,135444,31,7,8,12,4,7,9,2,2,0,4,2,26953
2021-07-05,2,135446,33,6,9,14,4,11,10,3,1,0,4,0,26953
2021-07-06,0,135446,32,6,10,12,4,11,6,3,1,0,4,0,26953
2021-07-07,8,135454,42,10,9,20,3,12,12,2,1,0,3,1,26954
2021-07-08,4,135458,39,8,11,16,4,11,7,2,2,0,4,0,26954
2021-07-09,5,135463,35,6,11,14,4,8,10,2,2,0,4,0,26954
2021-07-10,3,135466,25,4,6,12,3,7,10,1,2,0,3,0,26954
2021-07-11,5,135471,25,2,6,15,2,8,12,0,2,0,2,0,26954
2021-07-12,8,135479,34,2,10,19,3,9,16,1,2,0,3,0,26954
2021-07-13,0,135479,32,4,10,15,3,8,14,1,2,0,3,0,26954
2021-07-14,5,135484,29,5,5,14,5,9,13,2,3,0,5,0,26954
2021-07-15,6,135490,30,3,3,18,6,9,16,3,3,0,6,0,26954
2021-07-16,6,135496,32,2,5,18,7,10,13,3,3,0,7,2,26956
2021-07-17,4,135500,30,4,5,15,6,9,11,4,2,0,6,0,26956
2021-07-18,2,135502,32,4,7,14,7,10,9,4,3,0,7,1,26957
2021-07-19,10,135512,44,8,9,21,6,10,15,3,3,0,6,2,26959
2021-07-20,5,135517,41,5,12,18,6,5,12,3,2,0,6,0,26959
2021-07-21,6,135523,41,5,12,19,5,8,15,3,1,0,5,1,26960
2021-07-22,6,135529,41,4,11,20,6,12,13,2,2,0,6,0,26960
2021-07-23,5,135534,40,5,13,17,5,11,13,2,2,0,6,0,26960
2021-07-24,6,135540,38,5,7,22,4,8,18,3,2,0,5,0,26960
2021-07-25,8,135548,45,6,12,23,4,9,20,2,3,0,5,0,26960
2021-07-26,14,135562,57,10,16,25,6,9,20,3,3,0,7,0,26960
2021-07-27,3,135565,52,8,12,25,7,10,22,3,5,0,8,0,26960
2021-07-28,7,135572,52,5,14,26,7,11,23,2,5,0,8,0,26960
2021-07-29,11,135583,58,5,13,31,9,14,28,5,5,0,10,0,26960
2021-07-30,4,135587,58,5,15,27,11,16,25,7,5,1,11,0,26960
2021-07-31,5,135592,54,3,14,25,12,17,22,5,7,1,12,2,26962
2021-08-01,4,135596,48,4,8,25,11,16,23,6,5,1,11,1,26963
2021-08-02,9,135605,57,9,11,25,12,14,25,5,6,1,12,1,26964
2021-08-03,3,135608,51,5,10,25,11,16,23,4,7,1,11,0,26964
2021-08-04,12,135620,55,5,11,28,11,17,25,3,8,1,11,0,26964
2021-08-05,3,135623,55,8,9,27,11,16,22,3,8,1,11,1,26965
2021-08-06,9,135632,56,4,13,28,11,14,23,3,8,1,11,2,26967
2021-08-07,6,135638,56,5,14,27,10,12,24,4,6,0,10,0,26967
2021-08-08,2,135640,55,6,15,21,13,15,19,7,6,0,13,0,26967
2021-08-09,7,135647,64,9,14,26,15,17,23,8,6,0,15,1,26968
2021-08-10,7,135654,58,6,16,21,15,16,19,8,7,0,15,0,26968
2021-08-11,7,135661,61,7,18,18,18,18,16,9,8,0,18,1,26969
2021-08-12,5,135666,61,4,16,25,16,18,21,8,7,0,16,0,26969
2021-08-13,6,135672,54,4,11,24,15,17,17,8,7,0,15,0,26969
2021-08-14,9,135681,57,5,10,26,16,18,20,9,7,0,16,0,26969
2021-08-15,5,135686,58,6,12,25,15,15,19,8,7,0,15,2,26971
2021-08-16,10,135696,69,9,13,31,16,17,26,10,6,0,16,2,26973
2021-08-17,7,135703,69,4,21,28,16,17,24,9,5,0,16,1,26974
2021-08-18,9,135712,72,5,20,33,14,16,28,9,5,1,14,2,26976
2021-08-19,10,135722,69,4,15,36,14,17,31,9,4,1,14,0,26976
2021-08-20,10,135732,71,6,17,35,13,17,26,9,4,1,13,1,26977
2021-08-21,6,135738,60,4,13,32,11,15,25,8,3,0,11,0,26977
2021-08-22,6,135744,65,4,17,33,11,16,27,7,4,0,11,0,26977
2021-08-23,8,135752,69,7,19,31,12,17,26,8,4,0,12,0,26977
2021-08-24,11,135763,68,6,20,31,11,15,22,8,3,0,11,1,26978
2021-08-25,10,135773,70,6,22,28,14,17,21,11,3,0,14,2,26980
2021-08-26,7,135780,68,5,26,25,12,15,18,10,2,0,12,0,26980
2021-08-27,7,135787,61,9,21,21,10,13,17,8,2,0,10,1,26981
2021-08-28,5,135792,55,6,17,22,10,12,18,7,2,0,10,2,26983
2021-08-29,3,135795,53,6,18,21,8,8,15,6,2,0,8,1,26984
2021-08-30,4,135799,59,8,21,21,9,9,18,6,3,0,9,0,26984
2021-08-31,9,135808,54,3,17,28,6,9,25,2,4,0,6,0,26984
2021-09-01,15,135823,61,8,17,27,9,11,23,4,4,0,9,0,26984
2021-09-02,10,135833,63,4,22,26,11,12,22,7,4,0,11,2,26986
2021-09-03,14,135847,63,5,25,22,11,14,18,8,3,0,11,0,26986
2021-09-04,7,135854,60,6,20,26,8,16,23,6,2,0,8,0,26986
2021-09-05,10,135864,67,4,22,34,7,16,28,5,2,0,7,0,26986
2021-09-06,17,135881,91,7,27,45,12,23,38,8,3,2,12,0,26986
2021-09-07,13,135894,96,4,27,49,16,26,41,12,3,2,16,2,26988
2021-09-08,15,135909,101,4,26,56,15,24,45,10,4,1,15,1,26989
2021-09-09,16,135925,112,8,31,58,15,22,46,11,4,1,15,0,26989
2021-09-10,13,135938,116,6,39,56,15,24,51,11,4,1,15,0,26989
2021-09-11,12,135950,115,5,32,61,17,27,54,11,6,1,17,0,26989
2021-09-12,17,135967,128,7,29,72,20,31,64,12,8,1,20,2,26991
2021-09-13,29,135996,157,11,50,74,22,35,67,11,10,1,22,0,26991
2021-09-14,23,136019,159,11,44,78,26,39,70,14,12,1,26,3,26994
2021-09-15,18,136037,165,9,55,72,29,36,62,15,12,2,29,3,26997
2021-09-16,18,136055,164,13,48,72,31,41,62,17,14,2,31,0,26997
2021-09-17,29,136084,176,21,56,66,33,43,55,19,14,1,33,2,26999
2021-09-18,8,136092,151,16,38,67,30,40,56,15,16,1,31,3,27002
2021-09-19,14,136106,154,17,40,70,27,36,59,12,14,1,27,1,27003
2021-09-20,14,136120,164,14,49,71,30,39,59,11,16,2,30,4,27007
