id,datum,nove_pripady,nove_reinfekce,pripady_neockovani_neprodelali,pripady_neockovani_prodelali,pripady_ockovani_neprodelali,pripady_ockovani_prodelali,hospitalizace_bez_reinfekce,hospitalizace_vcetne_reinfekce,hospitalizace_pouze_reinfekce,nove_hospitalizace,nove_hospitalizace_komplet,hospitalizace_neockovani_neprodelali,hospitalizace_neockovani_prodelali,hospitalizace_ockovani_neprodelali,hospitalizace_ockovani_prodelali,jip_bez_reinfekce,jip_vcetne_reinfekce,jip_pouze_reinfekce,nove_jip,nove_jip_komplet,jip_neockovani_neprodelali,jip_neockovani_prodelali,jip_ockovani_neprodelali,jip_ockovani_prodelali
43fbe444-deca-48cb-aa5a-e8b81536d3be,2020-09-08,1161,,1161,,,,253,253,,27,28,253,,,,50,50,,8,3,50,,,
f99fe033-2faa-4677-8c3a-b885d94116f4,2020-09-09,1158,,1158,,,,266,266,,47,47,266,,,,55,55,,10,7,55,,,
f24b37b2-2288-42de-b158-2273301bb89b,2020-09-10,1383,1,1383,1,,,272,272,,35,35,272,,,,58,58,,3,1,58,,,
63153a90-1da3-4da2-b9ef-ce8fb50d587e,2020-09-11,1442,,1442,,,,310,310,,57,59,310,,,,62,62,,11,6,62,,,
fe1975e0-1d54-4d0f-a73e-d4cdbd8b59a5,2020-09-12,1537,,1537,,,,283,283,,31,31,283,,,,57,57,,6,5,57,,,
f4b4641b-8969-4243-a939-c0d81882b4dc,2020-09-13,791,,791,,,,305,305,,46,47,305,,,,63,63,,10,7,63,,,
e9f5ac44-2431-4973-86ee-cb4fdf734f5f,2020-09-14,1028,,1028,,,,339,339,,52,53,339,,,,70,70,,8,6,70,,,
4b2160cd-d745-4b8b-9505-27812e2b9109,2020-09-15,1676,,1676,,,,369,369,,78,78,369,,,,70,70,,14,11,70,,,
fc16b686-9627-44d9-bde8-85bea9fe0e59,2020-09-16,2133,,2133,,,,399,399,,73,75,399,,,,74,74,,9,6,74,,,
b6ee202d-07ef-4550-8607-3d417fa92739,2020-09-17,3125,1,3125,1,,,495,495,,135,136,495,,,,81,81,,15,12,81,,,
3c48cfd8-57c9-4adf-a5c5-9ab0ce0c577a,2020-09-18,2108,1,2108,1,,,525,525,,86,86,525,,,,98,98,,26,13,98,,,
81e8c5bd-68a5-4a27-865f-fd8e960da28b,2020-09-19,2045,,2045,,,,508,508,,74,74,508,,,,112,112,,25,14,112,,,
94c563cb-09a3-44d9-8700-c9fe9d0c0a55,2020-09-20,984,,984,,,,532,532,,59,60,532,,,,122,122,,18,12,122,,,
62dbbd8b-58df-4aa3-8119-f3c5c8b469cd,2020-09-21,1477,,1477,,,,613,613,,105,107,613,,,,145,145,,32,15,145,,,
a80ecc57-e734-49b7-bc56-934408e949f1,2020-09-22,2387,1,2387,1,,,637,637,,105,108,637,,,,137,137,,22,17,137,,,
fc1f8d53-3aba-4a6a-8538-eb0a31b1f775,2020-09-23,2305,,2305,,,,710,710,,138,139,710,,,,147,147,,23,16,147,,,
95eb57dc-2c5f-433f-9822-b6e3bf5b30ba,2020-09-24,2906,,2906,,,,768,768,,143,144,768,,,,157,157,,28,19,157,,,
99c601d5-c5e1-4615-93ed-82da54937362,2020-09-25,2945,2,2945,2,,,825,825,,135,137,825,,,,158,158,,23,16,158,,,
ceb422ef-817b-4fa8-bcdc-48be3d2290d5,2020-09-26,1981,1,1981,1,,,797,797,,106,109,797,,,,163,163,,25,14,163,,,
ce93f92d-b575-4d86-b9ed-a443716e1fcc,2020-09-27,1305,,1305,,,,823,823,,117,119,823,,,,178,178,,24,12,178,,,
aac1201a-2847-4365-a9c3-d569de7a1df8,2020-09-28,1284,,1284,,,,845,845,,100,102,845,,,,191,191,,42,23,191,,,
76c4c50c-e794-4d01-a964-553392748a99,2020-09-29,1962,1,1962,1,,,998,998,,188,201,998,,,,197,197,,25,15,197,,,
110f3cb9-893d-49d0-a287-7aefb470cd96,2020-09-30,2925,,2925,,,,1062,1062,,193,198,1062,,,,196,196,,32,23,196,,,
f35e5b03-ff38-49cb-8517-ba912a0c2344,2020-10-01,3503,,3503,,,,1163,1164,1,200,202,1163,1,,,219,219,,43,27,219,,,
a6504ef8-56ac-4971-b52a-73fdf20c4bc1,2020-10-02,3795,1,3795,1,,,1239,1241,2,211,212,1239,2,,,225,225,,36,18,225,,,
e8966aaf-d559-435e-8eae-71e7264616af,2020-10-03,2554,1,2554,1,,,1208,1209,1,148,150,1208,1,,,254,254,,49,32,254,,,
3c65a026-4c4d-4ccb-a2c9-7f5b17e60ec4,2020-10-04,1841,,1841,,,,1280,1281,1,165,169,1280,1,,,268,268,,41,27,268,,,
bff180bd-c323-4bfa-aa88-041415329de2,2020-10-05,3117,,3117,,,,1486,1488,2,296,302,1486,2,,,282,282,,50,37,282,,,
a6007820-f239-4bf0-a87a-4268fdf0ab48,2020-10-06,4458,,4458,,,,1631,1633,2,296,307,1631,2,,,316,316,,66,44,316,,,
036532e1-8c15-43cd-96cc-304d29213d65,2020-10-07,5336,1,5336,1,,,1783,1785,2,330,334,1783,2,,,346,346,,71,49,346,,,
afef83c3-7fa6-4ee5-9d3d-84b1e78938ab,2020-10-08,5394,,5394,,,,1954,1956,2,358,360,1954,2,,,358,358,,59,31,358,,,
60578d8e-5827-439a-8537-b262dfae6c87,2020-10-09,8618,,8618,,,,2147,2149,2,362,371,2147,2,,,389,389,,77,42,389,,,
78d63bb0-daf2-4d59-9b27-4fd013ac9926,2020-10-10,4637,1,4637,1,,,2165,2168,3,277,280,2165,3,,,420,420,,81,40,420,,,
0c9820fa-eef4-42ee-bf66-a262371348a3,2020-10-11,3104,,3104,,,,2217,2220,3,254,254,2217,3,,,411,411,,50,32,411,,,
5d8840bb-ec9c-4d66-9070-f755326842f2,2020-10-12,4307,,4307,,,,2576,2579,3,499,514,2576,3,,,435,435,,79,54,435,,,
55ee60ba-923a-4e67-84c8-012c3d326b9d,2020-10-13,8324,,8324,,,,2690,2692,2,454,459,2690,2,,,452,452,,79,51,452,,,
7212820f-3609-479d-8959-bd0f740d72bc,2020-10-14,9544,3,9544,3,,,2988,2990,2,534,539,2988,2,,,478,478,,89,55,478,,,
1bafd6a8-f46d-4af0-9648-fd2a699784be,2020-10-15,9724,1,9724,1,,,3205,3207,2,501,508,3205,2,,,514,514,,88,53,514,,,
219f31c3-7b0e-471b-9a35-ab19fef5cca3,2020-10-16,11104,2,11104,2,,,3450,3452,2,582,592,3450,2,,,555,555,,102,53,555,,,
764945f5-bdca-4fc8-b5fd-6c0e21c53176,2020-10-17,8713,1,8713,1,,,3552,3552,,503,507,3552,,,,573,573,,69,40,573,,,
ba63b123-4a6b-4025-8d7d-a1d943326b9c,2020-10-18,5059,3,5059,3,,,3713,3713,,483,488,3713,,,,598,598,,92,62,598,,,
72f99791-9c0c-4b15-93a4-5039e10aa59a,2020-10-19,8078,1,8078,1,,,4154,4154,,697,714,4154,,,,622,622,,94,67,622,,,
54b00eba-e1f3-4bf4-bdf1-f002b04bfa50,2020-10-20,11985,,11985,,,,4450,4450,,748,773,4450,,,,642,642,,122,76,642,,,
5c58c20e-301b-442c-95c9-d529a4558fdb,2020-10-21,14971,4,14971,4,,,4867,4867,,923,929,4867,,,,704,704,,139,88,704,,,
0fea3660-4642-45d3-85ca-daeffd3c0848,2020-10-22,14158,2,14158,2,,,5106,5107,1,840,851,5106,1,,,751,751,,141,87,751,,,
1dfa1a04-571e-4cc4-859e-f48fb91ece8e,2020-10-23,15248,4,15248,4,,,5453,5455,2,912,925,5453,2,,,762,762,,128,72,762,,,
17cd9299-ed37-497d-8247-849c906769e7,2020-10-24,12473,2,12473,2,,,5369,5372,3,701,715,5369,3,,,760,760,,126,80,760,,,
93b89520-6ca6-444d-9998-8316e90cd9c8,2020-10-25,7300,3,7300,3,,,5679,5683,4,714,732,5679,4,,,802,802,,126,85,802,,,
99e769e4-bb16-4d23-a4fe-1df48193de36,2020-10-26,10275,2,10275,2,,,6195,6200,5,1086,1123,6195,5,,,884,884,,182,114,884,,,
16376f59-f707-4364-b160-a0c0a22bbb05,2020-10-27,15667,2,15667,2,,,6531,6533,2,1026,1107,6531,2,,,876,876,,151,85,876,,,
9f69db8d-3557-4016-b90e-d8a23af47e53,2020-10-28,12977,3,12977,3,,,6572,6573,1,823,842,6572,1,,,888,888,,129,67,888,,,
e7547a0f-8ff7-4a86-84d1-694e9724254f,2020-10-29,13050,7,13050,7,,,7271,7273,2,1027,1136,7271,2,,,995,995,,176,113,995,,,
90d36ba2-d0ff-4dce-b502-8f0fba70cabe,2020-10-30,13605,4,13605,4,,,7653,7657,4,1175,1218,7653,4,,,1030,1030,,147,80,1030,,,
13564d8e-d2f6-4e46-adb0-11124f5522da,2020-10-31,11428,4,11428,4,,,7329,7333,4,694,719,7329,4,,,1069,1069,,154,72,1069,,,
caa9e204-1738-440c-8e1e-fd7b6dbd1928,2020-11-01,6551,8,6551,8,,,7458,7462,4,622,650,7458,4,,,1118,1118,,125,79,1118,,,
0d0dd8f1-0012-4789-8a2f-6f216d086b1f,2020-11-02,9241,1,9241,1,,,8034,8037,3,1050,1128,8034,3,,,1154,1154,,174,98,1154,,,
f9d3dfd3-feae-4111-843b-a79b53645ac0,2020-11-03,12090,1,12090,1,,,8132,8135,3,1035,1064,8132,3,,,1180,1180,,167,94,1180,,,
8f9db4fe-0673-4941-8cca-b687dd67147b,2020-11-04,15726,3,15726,3,,,8210,8213,3,967,1011,8210,3,,,1166,1166,,146,65,1166,,,
b2a8ce4c-fdf6-4a76-b3a9-3366579ada57,2020-11-05,13237,8,13237,8,,,8221,8224,3,859,912,8221,3,,,1176,1176,,155,88,1176,,,
97b6a0fd-3d23-4548-aa68-160434ed771e,2020-11-06,11546,2,11546,2,,,8137,8143,6,904,951,8137,6,,,1212,1212,,165,91,1212,,,
55b0140a-f9dc-4a11-8c3f-c4a0edfa51ce,2020-11-07,7721,4,7721,4,,,7505,7509,4,542,563,7505,4,,,1157,1157,,108,50,1157,,,
eee1448e-4a11-42cb-bc5d-2ef9c352f12a,2020-11-08,3611,1,3611,1,,,7483,7486,3,502,519,7483,3,,,1167,1167,,105,64,1167,,,
23e28a0b-c21c-4634-a9a8-58139aa5998c,2020-11-09,6048,3,6048,3,,,7778,7783,5,847,913,7778,5,,,1180,1181,1,127,70,1180,1,,
50a15cb2-3906-4856-bc8a-72a190177664,2020-11-10,9057,1,9057,1,,,7593,7596,3,838,888,7593,3,,,1169,1169,,141,64,1169,,,
5639326a-25d8-44ec-9f77-5a0d62be6f26,2020-11-11,8919,1,8919,1,,,7362,7364,2,716,765,7362,2,,,1110,1110,,110,51,1110,,,
e5eb1090-d61f-46f3-8933-6bbaecb95223,2020-11-12,7874,1,7874,1,,,7202,7203,1,686,712,7202,1,,,1105,1105,,128,69,1105,,,
2fb235c7-2cc2-4a83-90b7-2b45e31c1818,2020-11-13,7358,1,7358,1,,,7118,7118,,793,837,7118,,,,1101,1101,,119,57,1101,,,
2c89b481-f56f-477d-b08f-1ba532275f2c,2020-11-14,4196,1,4196,1,,,6573,6573,,442,456,6573,,,,1068,1068,,91,46,1068,,,
23c74120-df9b-4d8c-838c-9360a3fa955d,2020-11-15,1891,2,1891,2,,,6420,6420,,355,374,6420,,,,1045,1045,,61,33,1045,,,
c01bbbb6-00ca-422d-8db5-2d4bb3e7c77f,2020-11-16,5426,5,5426,5,,,6653,6654,1,676,741,6653,1,,,1040,1040,,103,72,1040,,,
1a4002fb-f1d7-41b1-bfde-5862b792aec9,2020-11-17,4246,2,4246,2,,,6186,6187,1,423,448,6186,1,,,996,996,,82,43,996,,,
c0780161-6686-4166-b90d-af9eb92c5510,2020-11-18,5514,3,5514,3,,,6566,6567,1,688,755,6566,1,,,1007,1007,,102,59,1007,,,
0814dc5b-1a65-414b-b853-dd610d853e6c,2020-11-19,6470,4,6470,4,,,6326,6327,1,564,587,6326,1,,,974,974,,104,55,974,,,
5a11949a-34ac-4a97-b3cd-f3efc8ecb2cf,2020-11-20,5809,1,5809,1,,,6083,6084,1,502,535,6083,1,,,960,960,,96,42,960,,,
3c51aef0-2818-4838-a749-b66cd3016590,2020-11-21,3191,2,3191,2,,,5425,5426,1,327,347,5425,1,,,944,944,,94,48,944,,,
81732bf2-a0bf-42a7-81d4-db5a384a1c0f,2020-11-22,1508,1,1508,1,,,5371,5372,1,274,295,5371,1,,,958,958,,82,36,958,,,
b92f969b-49c6-423c-b5ff-0c88bbc34d71,2020-11-23,4379,4,4379,4,,,5724,5725,1,555,614,5724,1,,,950,950,,88,47,950,,,
d9e4faf2-4a08-464d-bdef-0ebc97ec6079,2020-11-24,5861,1,5861,1,,,5549,5550,1,593,662,5549,1,,,881,881,,80,46,881,,,
44610525-ffe0-4c5a-b19b-0660e259b6f2,2020-11-25,4929,3,4929,3,,,5326,5327,1,477,508,5326,1,,,856,856,,83,51,856,,,
a7558b98-5600-47f3-a4f3-7d22d8500f72,2020-11-26,4050,2,4050,2,,,5171,5172,1,450,473,5171,1,,,843,843,,81,40,843,,,
59e54fd3-1844-4706-9351-37834f672b04,2020-11-27,4463,3,4463,3,,,4959,4960,1,414,459,4959,1,,,800,800,,71,32,800,,,
d59f0be1-1986-44d2-90bb-c299812838e0,2020-11-28,2668,,2668,,,,4477,4479,2,269,282,4477,2,,,780,780,,81,38,780,,,
374f30f4-449a-4aef-b8a7-36871edf87cf,2020-11-29,1074,,1074,,,,4543,4545,2,289,328,4543,2,,,765,765,,54,29,765,,,
2dd570f8-9f30-495d-a677-b25ce9aa18d1,2020-11-30,3573,,3573,,,,4836,4838,2,507,557,4836,2,,,791,791,,77,47,791,,,
30a107f4-a804-475d-9fa2-1b277c67f003,2020-12-01,5181,1,5181,1,,,4660,4662,2,450,495,4660,2,,,733,733,,52,33,733,,,
7481b1b3-7d34-4dce-a840-46819a9e2996,2020-12-02,4562,2,4562,2,,,4556,4558,2,445,472,4556,2,,,717,717,,86,53,717,,,
101643b8-7eb9-4947-a93e-1137ff8b62b6,2020-12-03,4624,6,4624,6,,,4534,4536,2,500,544,4534,2,,,718,718,,88,49,718,,,
d4e2d03a-9ec7-45b8-aa82-02f88d436753,2020-12-04,4747,4,4747,4,,,4473,4475,2,498,524,4473,2,,,715,715,,79,43,715,,,
cb1aa8ed-8d4e-4ce5-9877-6251a851cfb6,2020-12-05,3313,,3313,,,,4107,4110,3,280,304,4107,3,,,692,692,,50,27,692,,,
a68d2906-5331-4d96-b56f-9702d009bbfc,2020-12-06,1112,1,1112,1,,,4156,4158,2,301,317,4156,2,,,680,680,,65,41,680,,,
2f9b6547-b33a-4055-9061-20d69113ffc5,2020-12-07,4252,5,4252,5,,,4507,4510,3,516,553,4507,3,,,713,714,1,92,56,713,1,,
435f7360-d3df-471d-870e-769c5a015211,2020-12-08,5856,4,5856,4,,,4403,4406,3,468,505,4403,3,,,700,701,1,72,30,700,1,,
55711dff-1a61-41f5-829b-0ebd7bc06a5e,2020-12-09,6417,5,6417,5,,,4458,4461,3,546,566,4458,3,,,685,686,1,83,40,685,1,,
60eebc90-5901-426f-a868-46e3a93a4dcf,2020-12-10,5879,4,5879,4,,,4558,4561,3,499,531,4558,3,,,711,712,1,94,50,711,1,,
b3aa0cc4-6c45-47e2-87af-5d4dfffdbbbd,2020-12-11,6210,4,6210,4,,,4532,4536,4,454,495,4532,4,,,700,702,2,80,44,700,2,,
590bb59d-8809-48ca-93b6-a6707d4c5136,2020-12-12,3655,3,3655,3,,,4312,4315,3,372,384,4312,3,,,695,696,1,81,43,695,1,,
164d6ca3-f0cb-4ca2-90a2-3e74349c4c3d,2020-12-13,1998,,1998,,,,4411,4414,3,340,350,4411,3,,,709,710,1,73,42,709,1,,
9640015c-c005-4862-a12e-930cc25df912,2020-12-14,5180,2,5180,2,,,4772,4775,3,546,592,4772,3,,,727,728,1,83,51,727,1,,
fbfec7b8-a748-489e-9172-810a56e86ba3,2020-12-15,7917,2,7917,2,,,4745,4747,2,573,604,4745,2,,,724,725,1,82,37,724,1,,
b07d2fe5-b288-47d3-9b7d-470ef06b2c03,2020-12-16,8267,5,8267,5,,,4714,4716,2,489,503,4714,2,,,734,735,1,102,62,734,1,,
09c17bbb-c699-4f8a-9aee-b3597e03f45e,2020-12-17,7620,4,7620,4,,,4779,4780,1,528,554,4779,1,,,724,725,1,91,45,724,1,,
8c361d0a-69cf-47a5-a59f-73cc2983ea15,2020-12-18,8860,8,8860,8,,,4782,4783,1,528,539,4782,1,,,728,729,1,84,38,728,1,,
e117d0b5-8413-4b9c-92b9-ccee9c7e258c,2020-12-19,5368,5,5368,5,,,4482,4483,1,334,346,4482,1,,,745,746,1,79,47,745,1,,
2f4f9c88-d141-4602-974b-5bb1e3c693c0,2020-12-20,3427,2,3427,2,,,4578,4579,1,375,388,4578,1,,,754,755,1,71,42,754,1,,
5edb389c-0e22-4350-944c-7f5849f7d169,2020-12-21,7990,7,7990,7,,,4957,4959,2,557,599,4957,2,,,764,765,1,88,49,764,1,,
6d4bde47-f45c-4df6-a5df-0fdd08580ade,2020-12-22,10975,2,10975,2,,,4935,4937,2,634,656,4935,2,,,769,770,1,106,62,769,1,,
55905c62-e6ea-43cb-8200-4612e379ec29,2020-12-23,14194,9,14194,9,,,4971,4973,2,641,686,4971,2,,,779,780,1,96,64,779,1,,
9fd58f6d-2a48-4359-aa55-37a27ade603c,2020-12-24,4390,4,4390,4,,,4309,4310,1,370,377,4309,1,,,748,749,1,93,51,748,1,,
d5e623d7-b76c-4406-8db4-530735930fd4,2020-12-25,2680,3,2680,3,,,4386,4386,,471,486,4386,,,,769,769,,100,51,769,,,
747e6e13-5bbd-433f-aa4a-4a79d2a9942e,2020-12-26,3051,4,3051,4,,,4651,4651,,528,546,4651,,,,806,806,,109,65,806,,,
10bd95f5-0bef-4a4c-8bf2-542a3e2f9b6b,2020-12-27,3807,3,3807,3,,,4965,4966,1,560,621,4965,1,,,846,846,,106,68,846,,,
2e7b8d9a-b62c-4c44-bf8a-1528b18debb9,2020-12-28,11048,3,11048,3,,,5722,5724,2,873,1055,5722,2,,,905,905,,128,92,905,,,
4bf53da9-6f26-47f2-a91d-d300328ffe98,2020-12-29,16582,10,16582,10,,,5973,5975,2,931,956,5973,2,,,939,939,,157,88,939,,,
372cf5ad-18ef-448e-ab00-007273c8d0b8,2020-12-30,17152,13,17152,13,,,6137,6139,2,810,853,6137,2,,,954,954,,132,79,954,,,
729de06a-ee21-440e-af41-aa748abc530b,2020-12-31,13351,9,13351,9,,,6158,6161,3,769,790,6158,3,,,972,972,,158,87,972,,,
e996009e-7f33-4e76-9763-27132db13040,2021-01-01,3463,6,3463,6,,,5664,5667,3,580,599,5664,3,,,950,950,,110,60,950,,,
e240592f-74ae-452d-baf1-59dd034797c6,2021-01-02,5008,2,5008,2,,,5967,5970,3,691,714,5967,3,,,960,960,,97,73,960,,,
c71c5d61-dd26-4a00-8d97-dca6c5aa4086,2021-01-03,6303,8,6303,8,,,6279,6282,3,651,677,6279,3,,,1006,1006,,134,72,1006,,,
ff012207-4dfc-4cf6-b5b1-2cf142bd2ffa,2021-01-04,13037,12,13037,12,,,7215,7221,6,998,1275,7215,6,,,1091,1091,,156,111,1091,,,
64353a51-c5f2-45fd-8294-ec92399dee53,2021-01-05,17493,16,17493,16,,,7401,7408,7,1010,1063,7401,7,,,1114,1114,,151,84,1114,,,
cc2a95f4-6902-4280-b6ff-418f73a42e8b,2021-01-06,17924,8,17924,8,,,7390,7400,10,908,968,7390,10,,,1153,1153,,150,85,1153,,,
8bf7ff62-c8e6-4311-bac6-8de501b8c9e3,2021-01-07,15043,19,15043,19,,,7547,7558,11,925,962,7547,11,,,1150,1150,,133,68,1150,,,
567fd1a9-5c75-42ac-a1a2-606b91ddc67b,2021-01-08,13204,8,13204,8,,,7338,7347,9,806,845,7338,9,,,1142,1143,1,146,68,1142,1,,
8aefc827-ca36-4383-8ba0-6b704ce71333,2021-01-09,8508,9,8508,9,,,6762,6773,11,587,605,6762,11,,,1148,1149,1,129,73,1148,1,,
52a10b4b-572e-47bd-a792-89f30867fd23,2021-01-10,4353,5,4353,5,,,6870,6879,9,544,560,6870,9,,,1176,1177,1,131,74,1176,1,,
08dbfbfd-4df3-4134-8ffb-19332be6db47,2021-01-11,9474,13,9474,13,,,7415,7425,10,858,935,7415,10,,,1188,1190,2,148,73,1188,2,,
77c4b80d-bb2f-4235-8b6e-b0deed19a719,2021-01-12,10851,15,10851,15,,,7468,7481,13,856,1004,7468,13,,,1176,1178,2,139,70,1176,2,,
e5b8483a-e5c2-488a-b1ae-222432a3fc57,2021-01-13,10971,13,10971,13,,,7301,7311,10,696,731,7301,10,,,1172,1174,2,132,69,1172,2,,
3347c41f-bc7f-4cef-b3d1-70b7933b74b2,2021-01-14,8133,12,8133,12,,,7225,7234,9,665,730,7225,9,,,1183,1185,2,151,72,1183,2,,
a1864304-f53e-4b60-b5f2-2e6ed97ceac0,2021-01-15,9357,10,9357,10,,,7137,7149,12,718,768,7137,12,,,1173,1175,2,134,69,1173,2,,
6d7bb535-6495-46a9-af0e-af730b6cf350,2021-01-16,5262,7,5262,7,,,6518,6531,13,451,474,6518,13,,,1164,1166,2,119,64,1164,2,,
4a6a3154-09d7-4b43-ba16-582439c5a1aa,2021-01-17,2655,2,2655,2,,,6492,6504,12,406,419,6492,12,,,1136,1138,2,94,51,1136,2,,
d3007a28-af60-4778-8b23-ebee60dbeb02,2021-01-18,7714,17,7714,17,,,6957,6967,10,702,835,6957,10,,,1160,1162,2,132,65,1160,2,,
cdfa95ac-5323-47ee-bc91-ef0ec27e9934,2021-01-19,9649,18,9649,18,,,6685,6699,14,703,760,6685,14,,,1141,1143,2,132,66,1141,2,,
c2ed5a0a-9c5d-4582-b298-674ca51c664a,2021-01-20,8263,9,8263,9,,,6521,6537,16,678,714,6521,16,,,1116,1118,2,113,65,1116,2,,
d852301c-a7f8-4139-a774-055791736a63,2021-01-21,7613,8,7613,8,,,6392,6407,15,580,604,6392,15,,,1109,1111,2,118,54,1109,2,,
ac9d451d-1335-4f18-9d2a-87af39b4d1b4,2021-01-22,8516,32,8516,32,,,6379,6391,12,610,734,6379,12,,,1112,1114,2,133,71,1112,2,,
c8aa72f9-4070-4bc8-bcdc-9e8f2b82123d,2021-01-23,4255,9,4255,9,,,5864,5876,12,453,466,5864,12,,,1092,1094,2,96,46,1092,2,,
a8b8b1c6-9984-421f-8d43-61b9ca8b391b,2021-01-24,2416,11,2416,11,,,5898,5913,15,382,402,5898,15,,,1056,1059,3,87,48,1056,3,,
22274187-b07e-4271-8ba1-fe964e901178,2021-01-25,7022,25,7022,25,,,6324,6338,14,660,717,6324,14,,,1081,1084,3,105,55,1081,3,,
2e029139-365b-4409-8fd0-9fccfac7594a,2021-01-26,9225,30,9225,30,,,6292,6306,14,643,754,6292,14,,,1046,1047,1,113,66,1046,1,,
5678fd42-7940-44dc-95de-cebb7c76af16,2021-01-27,8565,24,8565,24,,,6143,6159,16,586,633,6143,16,,,1038,1039,1,96,51,1038,1,,
a48a4c71-04e6-4723-8936-acf79645ae2c,2021-01-28,8056,38,8056,38,,,6026,6042,16,558,577,6026,16,,,1017,1018,1,122,61,1017,1,,
a3bbd290-46b8-4313-9d82-55c8f204fe60,2021-01-29,8082,26,8082,26,,,5962,5978,16,616,645,5962,16,,,1019,1020,1,127,80,1019,1,,
d03e70ff-9256-4a22-a5c5-1fa9fc26ff4f,2021-01-30,4075,15,4075,15,,,5503,5517,14,425,437,5503,14,,,1021,1022,1,111,59,1021,1,,
f545f31a-064f-47c6-b649-4937408277ac,2021-01-31,2595,16,2595,16,,,5548,5562,14,387,407,5548,14,,,1039,1040,1,97,60,1039,1,,
5c37280c-64f7-41cb-9f19-ebc3b2056cae,2021-02-01,7278,27,7278,27,,,6086,6101,15,741,822,6086,15,,,1077,1078,1,118,59,1077,1,,
725228eb-133f-41d7-a07e-70799722e53b,2021-02-02,9184,32,9184,32,,,5975,5989,14,638,677,5975,14,,,1089,1090,1,137,63,1089,1,,
678a9816-a417-4252-94e7-ebbce77e1c87,2021-02-03,9705,50,9705,50,,,5942,5960,18,617,647,5940,18,2,,1075,1076,1,116,55,1075,1,,
03ffddae-e345-4a84-89f0-5dcc142d32c7,2021-02-04,8124,46,8123,46,1,,5977,5998,21,642,684,5973,21,4,,1101,1102,1,140,72,1100,1,1,
66c18a2d-6486-4b55-a789-0d0b8fbd2b59,2021-02-05,8648,31,8648,31,,,5962,5984,22,591,627,5957,22,5,,1087,1087,,121,70,1086,,1,
d0df6876-4251-4ddc-8f8b-4da4e23537c0,2021-02-06,4829,18,4829,18,,,5629,5650,21,475,487,5624,21,5,,1070,1070,,130,68,1069,,1,
9be110a8-74c6-4d71-90de-9d2d0f5210eb,2021-02-07,2461,9,2461,9,,,5771,5791,20,435,456,5766,20,5,,1098,1098,,129,60,1097,,1,
60ac0cc5-9ede-4ffe-bd3e-23494f640688,2021-02-08,7843,42,7843,42,,,6207,6230,23,688,737,6202,23,5,,1106,1107,1,127,74,1105,1,1,
5470f89a-1ca0-468e-821a-0c3912bb5b3f,2021-02-09,10323,61,10321,61,2,,6132,6153,21,657,705,6127,21,5,,1093,1094,1,129,53,1092,1,1,
ee8a6b1c-680d-4948-84ef-caa34fee796b,2021-02-10,9593,43,9591,43,2,,6060,6081,21,637,659,6057,21,3,,1109,1110,1,150,83,1109,1,,
1cd8f8a8-7981-4020-9d3e-da4f2449a8e3,2021-02-11,9057,32,9054,32,3,,6035,6060,25,631,651,6032,25,3,,1114,1116,2,153,80,1114,2,,
e3d60eff-b5ad-4476-9ae8-ed0b38a9aa37,2021-02-12,8861,36,8856,35,5,1,5970,5995,25,617,656,5967,25,3,,1112,1114,2,121,65,1112,2,,
6874cc62-fef2-483c-8cab-b867dbdb0225,2021-02-13,5162,27,5161,27,1,,5654,5677,23,476,498,5645,23,9,,1104,1107,3,117,44,1104,3,,
4a409e9d-7f34-4879-a9f6-f953781179d1,2021-02-14,2893,12,2892,12,1,,5866,5888,22,537,543,5859,22,7,,1145,1147,2,119,61,1145,2,,
68fd6a78-bbc1-4cd7-8238-ad3044510433,2021-02-15,8938,49,8935,49,3,,6361,6387,26,727,793,6354,26,7,,1170,1174,4,147,70,1170,4,,
f27b1664-7d1b-4a03-8976-9d748e0846fb,2021-02-16,12636,61,12629,60,7,1,6397,6420,23,763,812,6389,22,8,1,1214,1217,3,162,88,1213,3,1,
ec43cd49-4c51-43a9-94ae-1b55567fb179,2021-02-17,10967,62,10960,62,7,,6471,6499,28,800,825,6457,27,14,1,1241,1245,4,162,78,1240,4,1,
db5a51c8-0d25-485a-8d96-de357518c261,2021-02-18,11730,68,11715,68,15,,6581,6610,29,732,759,6566,29,15,,1266,1270,4,150,74,1265,4,1,
1fbce577-d387-40c7-91a4-0617af8a4163,2021-02-19,11314,59,11301,58,13,1,6582,6614,32,780,813,6561,32,21,,1268,1273,5,169,81,1267,5,1,
24aa5c88-adf1-4578-b587-587af086f3cd,2021-02-20,6794,43,6786,43,8,,6180,6213,33,561,573,6159,33,21,,1266,1270,4,133,62,1264,4,2,
c8bcd2dc-2d5d-431d-b1e4-3d9e865e4977,2021-02-21,4081,21,4079,21,2,,6386,6420,34,597,611,6362,34,24,,1281,1286,5,136,70,1278,5,3,
ae8006b1-b232-4966-836b-01b6bae4a28a,2021-02-22,11475,66,11449,64,26,2,7075,7114,39,921,1031,7048,39,27,,1360,1364,4,183,111,1357,4,3,
b110ea08-9f23-4716-98f4-974843d73533,2021-02-23,15877,84,15853,84,24,,7112,7148,36,853,926,7080,36,32,,1388,1391,3,173,93,1382,3,6,
