id,datum,nove_pripady,nove_reinfekce,pripady_neockovani_neprodelali,pripady_neockovani_prodelali,pripady_ockovani_neprodelali,pripady_ockovani_prodelali,hospitalizace_bez_reinfekce,hospitalizace_vcetne_reinfekce,hospitalizace_pouze_reinfekce,nove_hospitalizace,nove_hospitalizace_komplet,hospitalizace_neockovani_neprodelali,hospitalizace_neockovani_prodelali,hospitalizace_ockovani_neprodelali,hospitalizace_ockovani_prodelali,jip_bez_reinfekce,jip_vcetne_reinfekce,jip_pouze_reinfekce,nove_jip,nove_jip_komplet,jip_neockovani_neprodelali,jip_neockovani_prodelali,jip_ockovani_neprodelali,jip_ockovani_prodelali
3e548e01-08b6-421f-8008-5d500369e4e9,2020-03-14,48,,48,,,,4,4,,1,1,4,,,,,,,,,,,,
e33bf530-c8c9-4575-9427-9204f5f29d4e,2020-03-15,109,,109,,,,6,6,,2,2,6,,,,,,,,,,,,
b05d6280-1bc0-4c28-92f7-852d5eda69aa,2020-03-16,85,,85,,,,19,19,,14,14,19,,,,3,3,,3,3,3,,,
521c003d-b905-4ffa-8164-86eaa0e70d61,2020-03-17,67,,67,,,,49,49,,31,33,49,,,,7,7,,4,4,7,,,
5a3dea77-9907-48b3-a4ab-b0e975819ea8,2020-03-18,110,,110,,,,50,50,,5,5,50,,,,9,9,,2,1,9,,,
e35fd31d-2e18-4ef3-b3f8-5c1714fdfaf9,2020-03-19,206,,206,,,,55,55,,8,8,55,,,,10,10,,2,1,10,,,
db947dd5-581a-4a0a-97a1-466663304700,2020-03-20,124,,124,,,,66,66,,14,16,66,,,,16,16,,6,5,16,,,
3a3c8255-1c1b-4156-af34-d5fc2b51d12a,2020-03-21,159,,159,,,,79,79,,18,18,79,,,,18,18,,2,2,18,,,
555f1c0a-5cf7-4996-95ad-7d1a874c3920,2020-03-22,115,,115,,,,97,97,,22,22,97,,,,27,27,,10,9,27,,,
6aa1df05-b757-4373-a92a-64fbf00a43ba,2020-03-23,126,,126,,,,117,117,,26,26,117,,,,31,31,,5,5,31,,,
e4ab683b-f8b6-4550-a43e-0e50fd1184b1,2020-03-24,185,,185,,,,135,135,,25,25,135,,,,41,41,,10,7,41,,,
ae46046e-b6f3-4e17-bdb0-83defe156f8a,2020-03-25,292,,292,,,,175,175,,47,48,175,,,,54,54,,15,11,54,,,
6b30dba9-7690-499b-bf19-222b5554d64d,2020-03-26,259,,259,,,,205,205,,49,49,205,,,,51,51,,8,6,51,,,
82057fcb-edce-456e-bae0-a15c685ca58f,2020-03-27,377,,377,,,,237,237,,40,40,237,,,,59,59,,10,4,59,,,
be96eaba-b301-4eab-8e95-01f5cfe7f1a2,2020-03-28,263,,263,,,,271,271,,45,45,271,,,,63,63,,11,9,63,,,
dec9e7ca-5619-4526-b858-11ad93c17c2a,2020-03-29,159,,159,,,,282,282,,28,28,282,,,,61,61,,4,4,61,,,
86913386-8962-4a5d-8a33-8276bddc2c4a,2020-03-30,184,,184,,,,294,294,,24,25,294,,,,73,73,,13,11,73,,,
87f70b29-297c-4ca5-bad2-c62e32a58ed8,2020-03-31,306,,306,,,,322,322,,44,44,322,,,,82,82,,10,7,82,,,
ca11d532-98d3-41c2-9888-4750b6a12856,2020-04-01,283,,283,,,,345,345,,45,45,345,,,,88,88,,10,8,88,,,
480a41db-cc44-4719-9ea5-bc4aef5a55cb,2020-04-02,268,,268,,,,351,351,,39,39,351,,,,87,87,,12,5,87,,,
16050f77-a209-4999-9306-0bb855497706,2020-04-03,333,,333,,,,375,375,,41,41,375,,,,94,94,,12,7,94,,,
cd487183-18d0-4acd-8af6-e5900cca2419,2020-04-04,283,,283,,,,365,365,,29,29,365,,,,90,90,,2,1,90,,,
be576270-8a47-4751-87d5-0ead3ac4bc61,2020-04-05,117,,117,,,,371,371,,25,25,371,,,,91,91,,7,4,91,,,
df44bbe1-e8a5-4281-a081-4d36b58f2b34,2020-04-06,236,,236,,,,395,395,,38,40,395,,,,96,96,,10,7,96,,,
35ce4e91-51a5-4131-98ef-d37b4fa252c5,2020-04-07,196,,196,,,,413,413,,42,47,413,,,,102,102,,12,10,102,,,
bc490bf9-1ff3-40d7-8d40-587b034e9501,2020-04-08,294,,294,,,,423,423,,33,36,423,,,,96,96,,7,4,96,,,
e99f2652-d0df-4691-804b-72cd8606ee01,2020-04-09,257,,257,,,,417,417,,36,37,417,,,,94,94,,8,4,94,,,
6636bbbf-e8a9-45f7-a563-1ea833edc624,2020-04-10,163,,163,,,,407,407,,26,26,407,,,,90,90,,7,3,90,,,
91a2c3a4-4665-4e43-b12d-3e745a52e968,2020-04-11,170,,170,,,,407,407,,24,24,407,,,,94,94,,11,4,94,,,
e60e9a7b-d50a-4ae2-aeb1-9868e2b9a577,2020-04-12,89,,89,,,,402,402,,16,17,402,,,,99,99,,5,4,99,,,
65adeabb-05d2-4b76-a47a-858dba5dc042,2020-04-13,68,,68,,,,395,395,,13,13,395,,,,93,93,,1,,93,,,
44901257-fc8c-4958-bed5-f19b7914d6b3,2020-04-14,82,,82,,,,385,385,,10,11,385,,,,83,83,,2,,83,,,
27cf620c-1a8b-4441-9e37-6fe6f33ba1d7,2020-04-15,160,,160,,,,370,370,,20,21,370,,,,79,79,,4,3,79,,,
04e66b28-5f03-43ba-82b3-d3f176e2685a,2020-04-16,132,,132,,,,362,362,,23,23,362,,,,87,87,,10,5,87,,,
79a7ad5e-1e7c-4922-b6e2-8273b59de873,2020-04-17,116,,116,,,,355,355,,25,28,355,,,,86,86,,8,4,86,,,
