datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2021-01-26,964628,874402,16180,4490072,1527455,9313,3757,143,29451,28364,964036,592,9283,30
2021-01-27,973271,877209,16340,4520561,1556413,8643,2807,160,30489,28958,972655,616,8619,24
2021-01-28,981412,886915,16476,4546383,1584944,8141,9706,136,25822,28531,980758,654,8103,38
2021-01-29,989563,895893,16628,4577722,1616656,8151,8978,152,31339,31712,988883,680,8125,26
2021-01-30,993691,903818,16754,4592153,1633427,4128,7925,126,14431,16771,992996,695,4113,15
2021-01-31,996335,910820,16875,4599793,1648498,2644,7002,121,7640,15071,995624,711,2628,16
2021-02-01,1003702,918511,17008,4627301,1705365,7367,7691,133,27508,56867,1002964,738,7340,27
2021-02-02,1012963,921741,17143,4657299,1739363,9261,3230,135,29998,33998,1012193,770,9229,32
2021-02-03,1022765,924456,17280,4689097,1772728,9802,2715,137,31798,33365,1021945,820,9752,50
2021-02-04,1030980,934313,17409,4716846,1807132,8215,9857,129,27749,34404,1030114,866,8169,46
2021-02-05,1039691,943323,17536,4748046,1844736,8711,9010,127,31200,37604,1038794,897,8680,31
2021-02-06,1044566,951065,17664,4762947,1862189,4875,7742,128,14901,17453,1043651,915,4857,18
2021-02-07,1047055,958029,17795,4770767,1879476,2489,6964,131,7820,17287,1046131,924,2480,9
2021-02-08,1054999,965833,17934,4796374,1936326,7944,7804,139,25607,56850,1054033,966,7902,42
2021-02-09,1065428,968812,18067,4827752,1973523,10429,2979,133,31378,37197,1064401,1027,10368,61
2021-02-10,1075100,971499,18201,4857683,2009316,9672,2687,134,29931,35793,1074030,1070,9629,43
2021-02-11,1084233,981363,18332,4885928,2044899,9133,9864,131,28245,35583,1083131,1102,9101,32
2021-02-12,1093188,990463,18476,4916994,2086778,8955,9100,144,31066,41879,1092050,1138,8919,36
2021-02-13,1098407,998925,18594,4933454,2106839,5219,8462,118,16460,20061,1097242,1165,5192,27
2021-02-14,1101353,1006604,18743,4941845,2127521,2946,7679,149,8391,20682,1100176,1177,2934,12
2021-02-15,1110392,1015127,18872,4970979,2192643,9039,8523,129,29134,65122,1109166,1226,8990,49
2021-02-16,1123142,1018300,19022,5005523,2237790,12750,3173,150,34544,45147,1121855,1287,12689,61
2021-02-17,1134222,1021030,19154,5038310,2281554,11080,2730,132,32787,43764,1132873,1349,11018,62
2021-02-18,1146083,1031533,19327,5072389,2327285,11861,10503,173,34079,45731,1144666,1417,11793,68
2021-02-19,1157505,1041164,19509,5109901,2377848,11422,9631,182,37512,50563,1156029,1476,11363,59
2021-02-20,1164386,1050373,19686,5128712,2399276,6881,9209,177,18811,21428,1162867,1519,6838,43
2021-02-21,1168522,1058667,19834,5138289,2425006,4136,8294,148,9577,25730,1166982,1540,4115,21
2021-02-22,1180114,1067803,20000,5172194,2501905,11592,9136,166,33905,76899,1178508,1606,11526,66
2021-02-23,1196118,1071321,20148,5213110,2558496,16004,3518,148,40916,56591,1194428,1690,15920,84
2021-02-24,1210103,1074488,20292,5253291,2615790,13985,3167,144,40181,57294,1208320,1783,13892,93
2021-02-25,1224873,1086726,20475,5293061,2674508,14770,12238,183,39770,58718,1223012,1861,14692,78
2021-02-26,1239866,1097901,20666,5334950,2736680,14993,11175,191,41889,62172,1237923,1943,14911,82
2021-02-27,1247809,1109028,20859,5358016,2764084,7943,11127,193,23066,27404,1245841,1968,7918,25
2021-02-28,1252485,1119777,21042,5369723,2792822,4676,10749,183,11707,28738,1250494,1991,4653,23
2021-03-01,1265010,1131361,21248,5404845,2887842,12525,11584,206,35122,95020,1262958,2052,12464,61
2021-03-02,1282013,1136135,21441,5449428,2961932,17003,4774,193,44583,74090,1279865,2148,16907,96
2021-03-03,1297465,1140207,21643,5490593,3039386,15452,4072,202,41165,77454,1295215,2250,15350,102
2021-03-04,1312319,1155790,21861,5530454,3132339,14854,15583,218,39861,92953,1309983,2336,14768,86
2021-03-05,1325689,1170772,22048,5573252,3232496,13370,14982,187,42798,100157,1323266,2423,13283,87
2021-03-06,1334974,1184882,22257,5595261,3269175,9285,14110,209,22009,36679,1332475,2499,9209,76
2021-03-07,1339076,1197971,22461,5606360,3305840,4102,13089,204,11099,36665,1336549,2527,4074,28
2021-03-08,1349922,1211183,22697,5639169,3484555,10846,13212,236,32809,178715,1347340,2582,10791,55
2021-03-09,1365459,1216658,22930,5679260,3658995,15537,5475,233,40091,174440,1362831,2628,15491,46
2021-03-10,1380239,1221516,23159,5720247,3841293,14780,4858,229,40987,182298,1377536,2703,14705,75
2021-03-11,1391671,1222269,23389,5755532,4036646,11432,753,230,35285,195353,1388913,2758,11377,55
2021-03-12,1406865,1223108,23602,5795294,4202509,15194,839,213,39762,165863,1404012,2853,15099,95
2021-03-13,1414017,1223482,23780,5813136,4253849,7152,374,178,17842,51340,1411125,2892,7113,39
2021-03-14,1417454,1223820,24009,5821423,4306230,3437,338,229,8287,52381,1414538,2916,3413,24
2021-03-15,1428273,1241027,24247,5854900,4547590,10819,17207,238,33477,241360,1425295,2978,10757,62
2021-03-16,1442504,1256676,24466,5892264,4754610,14231,15649,219,37364,207020,1439465,3039,14170,61
2021-03-17,1454748,1271473,24665,5926606,4954736,12244,14797,199,34342,200126,1451639,3109,12174,70
2021-03-18,1465619,1285344,24880,5957459,5154259,10871,13871,215,30853,199523,1462458,3161,10819,52
2021-03-19,1475508,1298991,25054,5989555,5316713,9889,13647,174,32096,162454,1472284,3224,9826,63
2021-03-20,1481112,1303995,25239,6006662,5365173,5604,5004,185,17107,48460,1477855,3257,5571,33
2021-03-21,1483579,1308054,25432,6014617,5417866,2467,4059,193,7955,52693,1480310,3269,2455,12
2021-03-22,1491967,1324059,25642,6044217,5677523,8388,16005,210,29600,259657,1488655,3312,8345,43
2021-03-23,1503175,1338922,25836,6077760,5906441,11208,14863,194,33543,228918,1499800,3375,11145,63
2021-03-24,1512189,1352276,26021,6105978,6123019,9014,13354,185,28218,216578,1508754,3435,8954,60
2021-03-25,1520217,1364822,26182,6133709,6334405,8028,12546,161,27731,211386,1516757,3460,8003,25
2021-03-26,1528115,1377199,26337,6160815,6499135,7898,12377,155,27106,164730,1524568,3547,7811,87
2021-03-27,1532167,1381504,26519,6173442,6539564,4052,4305,182,12627,40429,1528596,3571,4028,24
2021-03-28,1533975,1384911,26636,6179753,6584282,1808,3407,117,6311,44718,1530394,3581,1798,10
2021-03-29,1541039,1399558,26817,6206756,6857938,7064,14647,181,27003,273656,1537403,3636,7009,55
2021-03-30,1549811,1412330,26988,6235732,7091159,8772,12772,171,28976,233221,1546120,3691,8717,55
2021-03-31,1557188,1423435,27142,6261738,7313836,7377,11105,154,26006,222677,1553443,3745,7323,54
2021-04-01,1563560,1433270,27295,6286573,7568557,6372,9835,153,24835,254721,1559763,3797,6320,52
2021-04-02,1567492,1442736,27399,6301201,7622778,3932,9466,104,14628,54221,1563661,3831,3898,34
2021-04-03,1569703,1445777,27526,6309576,7660069,2211,3041,127,8375,37291,1565860,3843,2199,12
2021-04-04,1571694,1448373,27672,6316671,7696098,1991,2596,146,7095,36029,1567837,3857,1977,14
2021-04-05,1573163,1459581,27797,6324268,7756005,1469,11208,125,7597,59907,1569295,3868,1458,11
2021-04-06,1578855,1469489,27912,6349950,8157447,5692,9908,115,25682,401442,1574938,3917,5643,49
2021-04-07,1586030,1478222,28033,6377750,8422578,7175,8733,121,27800,265131,1582059,3971,7121,54
2021-04-08,1591407,1485415,28155,6400090,8657587,5377,7193,122,22340,235009,1587403,4004,5344,33
2021-04-09,1596326,1493051,28262,6422822,8819213,4919,7636,107,22732,161626,1592297,4029,4894,25
2021-04-10,1598596,1495419,28373,6433944,8862223,2270,2368,111,11122,43010,1594550,4046,2253,17
2021-04-11,1599615,1497440,28466,6439812,8916787,1019,2021,93,5868,54564,1595558,4057,1008,11
2021-04-12,1603577,1507079,28551,6461331,9212486,3962,9639,85,21519,295699,1599478,4099,3920,42
2021-04-13,1608767,1514849,28643,6485604,9473710,5190,7770,92,24273,261224,1604628,4139,5150,40
2021-04-14,1612554,1521594,28733,6506652,9708484,3787,6745,90,21048,234774,1608392,4162,3764,23
2021-04-15,1615902,1527772,28820,6524142,9936455,3348,6178,87,17490,227971,1611715,4187,3323,25
2021-04-16,1619189,1530317,28886,6543332,10087265,3287,2545,66,19190,150810,1614976,4213,3261,26
2021-04-17,1620773,1532430,28960,6553091,10128784,1584,2113,74,9759,41519,1616545,4228,1569,15
2021-04-18,1621641,1534220,29038,6559280,10189411,868,1790,78,6189,60627,1617405,4236,860,8
2021-04-19,1625040,1535821,29110,6580888,10491317,3399,1601,72,21608,301906,1620782,4258,3377,22
2021-04-20,1628913,1543706,29174,6603194,10747046,3873,7885,64,22306,255729,1624628,4285,3846,27
2021-04-21,1631922,1550074,29238,6622417,10979984,3009,6368,64,19223,232938,1627624,4298,2996,13
2021-04-22,1634602,1554743,29294,6640575,11213822,2680,4669,56,18158,233838,1630289,4313,2665,15
2021-04-23,1637266,1558993,29348,6658803,11372237,2664,4250,54,18228,158415,1632930,4336,2641,23
2021-04-24,1638608,1560474,29405,6668025,11418458,1342,1481,57,9222,46221,1634263,4345,1333,9
2021-04-25,1639470,1561682,29458,6673428,11474636,862,1208,53,5403,56178,1635115,4355,852,10
2021-04-26,1642135,1567348,29516,6694464,11780401,2665,5666,58,21036,305765,1637748,4387,2633,32
2021-04-27,1645429,1571580,29568,6714558,12038218,3294,4232,52,20094,257817,1641021,4408,3273,21
2021-04-28,1647968,1575204,29635,6734306,12276432,2539,3624,67,19748,238214,1643538,4430,2517,22
2021-04-29,1650248,1578299,29678,6753210,12515467,2280,3095,43,18904,239035,1645791,4457,2253,27
2021-04-30,1652476,1581419,29728,6772582,12674998,2228,3120,50,19372,159531,1647994,4482,2203,25
2021-05-01,1653683,1582496,29763,6782910,12710615,1207,1077,35,10328,35617,1649189,4494,1195,12
2021-05-02,1654215,1583343,29799,6788691,12780945,532,847,36,5781,70330,1649719,4496,530,2
2021-05-03,1656487,1587941,29839,6808384,13130621,2272,4598,40,19693,349676,1651967,4520,2248,24
2021-05-04,1658951,1591262,29884,6828145,13413406,2464,3321,45,19761,282785,1654411,4540,2444,20
2021-05-05,1660867,1594065,29921,6844829,13668024,1916,2803,37,16684,254618,1656311,4556,1900,16
2021-05-06,1662481,1596717,29965,6860748,13917160,1614,2652,44,15919,249136,1657907,4574,1596,18
2021-05-07,1664160,1599533,29994,6878732,14081711,1679,2816,29,17984,164551,1659571,4589,1664,15
2021-05-08,1664909,1600429,30026,6890869,14119911,749,896,32,12137,38200,1660311,4598,740,9
2021-05-09,1665317,1601143,30061,6896751,14188308,408,714,35,5882,68397,1660711,4606,400,8
2021-05-10,1666910,1605029,30094,6918977,14543173,1593,3886,33,22226,354865,1662289,4621,1578,15
2021-05-11,1668641,1607777,30127,6936437,14820977,1731,2748,33,17460,277804,1664005,4636,1716,15
2021-05-12,1669941,1610225,30160,6951708,15069014,1300,2448,33,15271,248037,1665294,4647,1289,11
2021-05-13,1671199,1612384,30182,6966026,15323343,1258,2159,22,14318,254329,1666536,4663,1242,16
2021-05-14,1672286,1614604,30200,6983415,15490575,1087,2220,18,17389,167232,1667603,4683,1067,20
2021-05-15,1672893,1615307,30216,6998482,15530601,607,703,16,15067,40026,1668204,4689,601,6
2021-05-16,1673167,1615921,30229,7005602,15597112,274,614,13,7120,66511,1668474,4693,270,4
2021-05-17,1674333,1618835,30252,7042092,15983194,1166,2914,23,36490,386082,1669624,4709,1150,16
2021-05-18,1675575,1620890,30266,7066780,16273370,1242,2055,14,24688,290176,1670849,4726,1225,17
2021-05-19,1676376,1622766,30283,7092069,16535283,801,1876,17,25289,261913,1671636,4740,787,14
2021-05-20,1677090,1624331,30300,7111408,16804438,714,1565,17,19339,269155,1672334,4756,698,16
2021-05-21,1677792,1625934,30313,7139089,17004045,702,1603,13,27681,199607,1673023,4769,689,13
2021-05-22,1678137,1626385,30324,7148992,17051872,345,451,11,9903,47827,1673363,4774,340,5
2021-05-23,1678340,1626819,30337,7153456,17119659,203,434,13,4464,67787,1673564,4776,201,2
2021-05-24,1679058,1628955,30343,7183747,17477714,718,2136,6,30291,358055,1674273,4785,709,9
2021-05-25,1679739,1630484,30351,7205124,17734934,681,1529,8,21377,257220,1674943,4796,670,11
2021-05-26,1680307,1631812,30362,7226938,17956361,568,1328,11,21814,221427,1675504,4803,561,7
2021-05-27,1680837,1632927,30378,7244254,18187123,530,1115,16,17316,230762,1676027,4810,523,7
2021-05-28,1681313,1634054,30385,7266231,18367356,476,1127,7,21977,180233,1676495,4818,468,8
2021-05-29,1681541,1634453,30391,7275199,18414344,228,399,6,8968,46988,1676720,4821,225,3
2021-05-30,1681660,1634788,30395,7279702,18474840,119,335,4,4503,60496,1676837,4823,117,2
2021-05-31,1682200,1636260,30405,7308077,18801597,540,1472,10,28375,326757,1677370,4830,533,7
2021-06-01,1682694,1637312,30412,7333824,19028614,494,1052,7,25747,227017,1677857,4837,487,7
2021-06-02,1683061,1638081,30417,7360095,19229866,367,769,5,26271,201252,1678217,4844,360,7
2021-06-03,1683508,1638772,30420,7386283,19442972,447,691,3,26188,213106,1678656,4852,439,8
2021-06-04,1683844,1639473,30427,7412917,19607530,336,701,7,26634,164558,1678990,4854,334,2
2021-06-05,1684002,1639733,30430,7424979,19646648,158,260,3,12062,39118,1679146,4856,156,2
2021-06-06,1684102,1639949,30434,7430912,19696187,100,216,4,5933,49539,1679246,4856,100,0
2021-06-07,1684408,1640853,30438,7462764,19958634,306,904,4,31852,262447,1679546,4862,300,6
2021-06-08,1684803,1641503,30444,7486326,20148396,395,650,6,23562,189762,1679937,4866,391,4
2021-06-09,1685073,1642073,30446,7516806,20321409,270,570,2,30480,173013,1680201,4872,264,6
2021-06-10,1685277,1642567,30452,7537686,20510534,204,494,6,20880,189125,1680399,4878,198,6
2021-06-11,1685464,1642998,30454,7565775,20663798,187,431,2,28089,153264,1680583,4881,184,3
2021-06-12,1685544,1643193,30458,7578109,20699998,80,195,4,12334,36200,1680660,4884,77,3
2021-06-13,1685587,1643336,30461,7584663,20742700,43,143,3,6554,42702,1680702,4885,42,1
2021-06-14,1685770,1644034,30461,7618444,20967349,183,698,0,33781,224649,1680883,4887,181,2
2021-06-15,1685990,1644500,30465,7646190,21135169,220,466,4,27746,167820,1681098,4892,215,5
2021-06-16,1686130,1644888,30466,7677050,21291928,140,388,1,30860,156759,1681232,4898,134,6
2021-06-17,1686303,1645196,30471,7706036,21475241,173,308,5,28986,183313,1681402,4901,170,3
2021-06-18,1686456,1645509,30474,7743354,21621746,153,313,3,37318,146505,1681552,4904,150,3
2021-06-19,1686523,1645653,30474,7756887,21657801,67,144,0,13533,36055,1681618,4905,66,1
2021-06-20,1686583,1645749,30475,7763859,21695241,60,96,1,6972,37440,1681677,4906,59,1
2021-06-21,1686710,1646194,30476,7794837,21893629,127,445,1,30978,198388,1681801,4909,124,3
2021-06-22,1686824,1646481,30479,7820066,22035725,114,287,3,25229,142096,1681914,4910,113,1
2021-06-23,1686946,1646704,30479,7844247,22173527,122,223,0,24181,137802,1682031,4915,117,5
2021-06-24,1687051,1646905,30483,7874009,22328026,105,201,4,29762,154499,1682132,4919,101,4
2021-06-25,1687187,1647102,30484,7902118,22450361,136,197,1,28109,122335,1682267,4920,135,1
2021-06-26,1687255,1647156,30486,7926034,22480409,68,54,2,23916,30048,1682334,4921,67,1
2021-06-27,1687314,1647223,30486,7933704,22513409,59,67,0,7670,33000,1682393,4921,59,0
2021-06-28,1687477,1647464,30486,7966194,22685582,163,241,0,32490,172173,1682551,4926,158,5
2021-06-29,1687643,1647634,30486,8010314,22786626,166,170,0,44120,101044,1682713,4930,162,4
2021-06-30,1687790,1647756,30488,8049494,22889005,147,122,2,39180,102379,1682853,4937,140,7
2021-07-01,1687967,1647885,30489,8098353,22972895,177,129,1,48859,83890,1683023,4944,170,7
2021-07-02,1688146,1648025,30491,8148108,23082619,179,140,2,49755,109724,1683191,4955,168,11
2021-07-03,1688274,1648085,30491,8185969,23124898,128,60,0,37861,42279,1683316,4958,125,3
2021-07-04,1688386,1648140,30493,8198778,23160025,112,55,2,12809,35127,1683425,4961,109,3
2021-07-05,1688521,1648276,30493,8211477,23196768,135,136,0,12699,36743,1683555,4966,130,5
2021-07-06,1688634,1648383,30493,8221151,23228084,113,107,0,9674,31316,1683666,4968,111,2
2021-07-07,1688921,1648516,30494,8244817,23288426,287,133,1,23666,60342,1683948,4973,282,5
2021-07-08,1689194,1648632,30494,8276448,23353464,273,116,0,31631,65038,1684210,4984,262,11
2021-07-09,1689492,1648749,30494,8314130,23452639,298,117,0,37682,99175,1684500,4992,290,8
2021-07-10,1689667,1648823,30494,8339882,23498601,175,74,0,25752,45962,1684665,5002,165,10
2021-07-11,1689830,1648916,30496,8354128,23552513,163,93,2,14246,53912,1684823,5007,158,5
2021-07-12,1690081,1649104,30496,8384486,23643810,251,188,0,30358,91297,1685067,5014,244,7
2021-07-13,1690412,1649269,30496,8415360,23708470,331,165,0,30874,64660,1685390,5022,323,8
2021-07-14,1690683,1649460,30496,8444599,23766342,271,191,0,29239,57872,1685649,5034,259,12
2021-07-15,1690912,1649620,30496,8481899,23849212,229,160,0,37300,82870,1685869,5043,220,9
2021-07-16,1691166,1649796,30498,8528673,23960549,254,176,2,46774,111337,1686114,5052,245,9
2021-07-17,1691367,1649891,30498,8561067,24014549,201,95,0,32394,54000,1686311,5056,197,4
2021-07-18,1691488,1649988,30499,8575099,24068310,121,97,1,14032,53761,1686429,5059,118,3
2021-07-19,1691715,1650141,30501,8605659,24155240,227,153,2,30560,86930,1686652,5063,223,4
2021-07-20,1692028,1650274,30501,8636310,24206730,313,133,0,30651,51490,1686952,5076,300,13
2021-07-21,1692272,1650585,30502,8665756,24260532,244,311,1,29446,53802,1687186,5086,234,10
2021-07-22,1692492,1650870,30502,8703936,24343421,220,285,0,38180,82889,1687399,5093,213,7
2021-07-23,1692691,1651137,30502,8751011,24464610,199,267,0,47075,121189,1687589,5102,190,9
2021-07-24,1692826,1651289,30502,8781920,24525526,135,152,0,30909,60916,1687717,5109,128,7
2021-07-25,1692910,1651440,30502,8797412,24580411,84,151,0,15492,54885,1687799,5111,82,2
2021-07-26,1693119,1651760,30502,8829415,24666827,209,320,0,32003,86416,1688001,5118,202,7
2021-07-27,1693383,1652088,30502,8864799,24725573,264,328,0,35384,58746,1688258,5125,257,7
2021-07-28,1693590,1652337,30502,8897801,24786388,207,249,0,33002,60815,1688460,5130,202,5
2021-07-29,1693809,1652588,30502,8937433,24868252,219,251,0,39632,81864,1688668,5141,208,11
2021-07-30,1693961,1652831,30502,8988899,24988978,152,243,0,51466,120726,1688809,5152,141,11
2021-07-31,1694078,1652975,30504,9026312,25047310,117,144,2,37413,58332,1688926,5152,117,0
2021-08-01,1694155,1653090,30506,9041482,25098931,77,115,2,15170,51621,1689003,5152,77,0
2021-08-02,1694313,1653391,30507,9075715,25187298,158,301,1,34233,88367,1689154,5159,151,7
2021-08-03,1694563,1653672,30507,9115468,25241860,250,281,0,39753,54562,1689397,5166,243,7
2021-08-04,1694776,1653895,30507,9146700,25296533,213,223,0,31232,54673,1689607,5169,210,3
2021-08-05,1694947,1654100,30508,9187211,25368278,171,205,1,40511,71745,1689773,5174,166,5
2021-08-06,1695132,1654285,30510,9240492,25478222,185,185,2,53281,109944,1689952,5180,179,6
2021-08-07,1695294,1654388,30510,9279140,25529746,162,103,0,38648,51524,1690109,5185,157,5
2021-08-08,1695402,1654492,30510,9298671,25581685,108,104,0,19531,51939,1690216,5186,107,1
2021-08-09,1695583,1654752,30511,9332590,25668872,181,260,1,33919,87187,1690392,5191,176,5
2021-08-10,1695852,1654945,30511,9370930,25724213,269,193,0,38340,55341,1690655,5197,263,6
2021-08-11,1696081,1655160,30512,9403728,25778369,229,215,1,32798,54156,1690878,5203,223,6
2021-08-12,1696276,1655342,30512,9442854,25851597,195,182,0,39126,73228,1691068,5208,190,5
2021-08-13,1696507,1655479,30512,9496795,25966066,231,137,0,53941,114469,1691291,5216,223,8
2021-08-14,1696650,1655571,30512,9536845,26026085,143,92,0,40050,60019,1691433,5217,142,1
2021-08-15,1696727,1655662,30515,9553273,26077605,77,91,3,16428,51520,1691510,5217,77,0
2021-08-16,1696954,1655895,30518,9588855,26158930,227,233,3,35582,81325,1691727,5227,217,10
2021-08-17,1697263,1656101,30519,9622788,26206661,309,206,1,33933,47731,1692027,5236,300,9
2021-08-18,1697482,1656316,30522,9654777,26256587,219,215,3,31989,49926,1692238,5244,211,8
2021-08-19,1697653,1656506,30524,9691487,26322920,171,190,2,36710,66333,1692405,5248,167,4
2021-08-20,1697832,1656680,30525,9738832,26429017,179,174,1,47345,106097,1692577,5255,172,7
2021-08-21,1697972,1656767,30525,9768900,26478086,140,87,0,30068,49069,1692712,5260,135,5
2021-08-22,1698085,1656874,30525,9785158,26526632,113,107,0,16258,48546,1692819,5266,107,6
2021-08-23,1698304,1657166,30526,9816931,26600273,219,292,1,31773,73641,1693033,5271,214,5
2021-08-24,1698564,1657379,30527,9846442,26647651,260,213,1,29511,47378,1693287,5277,254,6
2021-08-25,1698819,1657606,30529,9872927,26694289,255,227,2,26485,46638,1693537,5282,250,5
2021-08-26,1699040,1657798,30529,9902411,26759493,221,192,0,29484,65204,1693754,5286,217,4
2021-08-27,1699229,1658001,30530,9933374,26852196,189,203,1,30963,92703,1693938,5291,184,5
2021-08-28,1699367,1658094,30532,9951237,26890942,138,93,2,17863,38746,1694071,5296,133,5
2021-08-29,1699449,1658220,30533,9961078,26921861,82,126,1,9841,30919,1694152,5297,81,1
2021-08-30,1699693,1658525,30533,9989286,26980739,244,305,0,28208,58878,1694393,5300,241,3
2021-08-31,1699991,1658756,30533,10028535,27033891,298,231,0,39249,53152,1694686,5305,293,5
2021-09-01,1700258,1658962,30533,10077412,27078994,267,206,0,48877,45103,1694950,5308,264,3
2021-09-02,1700573,1659133,30535,10138512,27129778,315,171,2,61100,50784,1695257,5316,307,8
2021-09-03,1700896,1659334,30535,10162430,27207771,323,201,0,23918,77993,1695568,5328,311,12
2021-09-04,1701108,1659447,30535,10179526,27238772,212,113,0,17096,31001,1695776,5332,208,4
2021-09-05,1701252,1659551,30535,10188199,27263972,144,104,0,8673,25200,1695917,5335,141,3
2021-09-06,1701655,1659822,30537,10236066,27317137,403,271,2,47867,53165,1696312,5343,395,8
2021-09-07,1702247,1660061,30540,10279629,27350273,592,239,3,43563,33136,1696895,5352,583,9
2021-09-08,1702640,1660289,30541,10307842,27393068,393,228,1,28213,42795,1697277,5363,382,11
2021-09-09,1703072,1660467,30541,10335763,27455058,432,178,0,27921,61990,1697698,5374,421,11
2021-09-10,1703529,1660674,30541,10365081,27534860,457,207,0,29318,79802,1698146,5383,448,9
2021-09-11,1703783,1660770,30541,10382287,27568116,254,96,0,17206,33256,1698397,5386,251,3
2021-09-12,1703925,1660915,30543,10390613,27595377,142,145,2,8326,27261,1698534,5391,137,5
2021-09-13,1704434,1661202,30543,10412678,27650813,509,287,0,22065,55436,1699030,5404,496,13
2021-09-14,1705004,1661462,30546,10435632,27690632,570,260,3,22954,39819,1699587,5417,557,13
2021-09-15,1705534,1661796,30549,10459204,27734885,530,334,3,23572,44253,1700112,5422,525,5
2021-09-16,1706119,1662068,30549,10484534,27795965,585,272,0,25330,61080,1700677,5442,565,20
2021-09-17,1706577,1662366,30552,10513770,27892530,458,298,3,29236,96565,1701125,5452,448,10
2021-09-18,1706888,1662515,30557,10530830,27930324,311,149,5,17060,37794,1701429,5459,304,7
2021-09-19,1707080,1662683,30559,10538859,27959107,192,168,2,8029,28783,1701617,5463,188,4
2021-09-20,1707576,1663353,30563,10563336,28016665,496,670,4,24477,57558,1702100,5476,483,13
2021-09-21,1708188,1663763,30565,10587491,28056958,612,410,2,24155,40293,1702698,5490,598,14
2021-09-22,1708733,1664148,30567,10613606,28098903,545,385,2,26115,41945,1703226,5507,528,17
2021-09-23,1709232,1664589,30570,10646623,28156175,499,441,3,33017,57272,1703711,5521,485,14
2021-09-24,1709795,1665012,30570,10682675,28247300,563,423,0,36052,91125,1704258,5537,547,16
2021-09-25,1710228,1665167,30572,10701589,28281861,433,155,2,18914,34561,1704679,5549,421,12
2021-09-26,1710485,1665356,30572,10709810,28306865,257,189,0,8221,25004,1704934,5551,255,2
2021-09-27,1711171,1665953,30572,10734098,28361049,686,597,0,24288,54184,1705614,5557,680,6
2021-09-28,1711653,1666519,30575,10748709,28383218,482,566,3,14611,22169,1706089,5564,475,7
2021-09-29,1712403,1667079,30580,10770282,28436504,750,560,5,21573,53286,1706824,5579,735,15
2021-09-30,1713340,1667563,30581,10799987,28492894,937,484,1,29705,56390,1707748,5592,924,13
2021-10-01,1714189,1668032,30582,10828922,28575143,849,469,1,28935,82249,1708579,5610,831,18
2021-10-02,1714753,1668251,30583,10843420,28604300,564,219,1,14498,29157,1709132,5621,553,11
2021-10-03,1715073,1668488,30587,10851396,28628159,320,237,4,7976,23859,1709451,5622,319,1
2021-10-04,1715923,1669152,30591,10873240,28678334,850,664,4,21844,50175,1710282,5641,831,19
2021-10-05,1717089,1669713,30594,10895760,28712338,1166,561,3,22520,34004,1711434,5655,1152,14
2021-10-06,1718157,1670226,30599,10918669,28752927,1068,513,5,22909,40589,1712485,5672,1051,17
2021-10-07,1719179,1670719,30602,10943163,28807162,1022,493,3,24494,54235,1713483,5696,998,24
2021-10-08,1720217,1671265,30606,10970487,28890463,1038,546,4,27324,83301,1714502,5715,1019,19
2021-10-09,1720895,1671528,30609,10985790,28916852,678,263,3,15303,26389,1715171,5724,669,9
2021-10-10,1721243,1671819,30613,10993709,28939295,348,291,4,7919,22443,1715511,5732,340,8
2021-10-11,1722616,1672651,30618,11015148,28992416,1373,832,5,21439,53121,1716861,5755,1350,23
2021-10-12,1724165,1673007,30625,11039909,29027035,1549,356,7,24761,34619,1718372,5793,1511,38
2021-10-13,1725692,1674087,30631,11071553,29067770,1527,1080,6,31644,40735,1719875,5817,1503,24
2021-10-14,1727272,1674836,30637,11100751,29124362,1580,749,6,29198,56592,1721421,5851,1546,34
2021-10-15,1729098,1675683,30647,11132793,29212055,1826,847,10,32042,87693,1723204,5894,1783,43
2021-10-16,1730293,1676018,30656,11150464,29244865,1195,335,9,17671,32810,1724365,5928,1161,34
2021-10-17,1731110,1676437,30667,11160724,29269355,817,419,11,10260,24490,1725168,5942,803,14
2021-10-18,1733711,1677625,30679,11187970,29326513,2601,1188,12,27246,57158,1727719,5992,2551,50
2021-10-19,1737029,1678560,30690,11221778,29365336,3318,935,11,33808,38823,1730977,6052,3258,60
2021-10-20,1740398,1679613,30697,11256220,29413292,3369,1053,7,34442,47956,1734266,6132,3289,80
2021-10-21,1744147,1680626,30707,11298083,29474007,3749,1013,10,41863,60715,1737919,6228,3653,96
2021-10-22,1748504,1681615,30721,11343477,29567734,4357,989,14,45394,93727,1742162,6342,4243,114
2021-10-23,1751318,1682098,30735,11373618,29603136,2814,483,14,30141,35402,1744922,6396,2760,54
2021-10-24,1753200,1682643,30756,11390775,29631312,1882,545,21,17157,28176,1746769,6431,1847,35
2021-10-25,1757601,1684291,30776,11431209,29696860,4401,1648,20,40434,65548,1751081,6520,4312,89
